msno,is_churn,city,bd,gender,registered_via,years_using
zytPDCjE+U9Kcxq0ygNDXJuQbBMmrHCfTBbGkfFZWlU=,0,1.0,,,7.0,2.0
zyt7pIp6WvGnOUcw1pts1krRDwn8O5lXeSHIGE7lg4c=,0,1.0,,,7.0,1.0
zysxY9glURi8LpiVUtsX3MPABCZSSqPXq3vThbjWrTo=,0,1.0,,,9.0,3.0
zysetgdtzGQUnHnkmRjvKugl5a3xZPgszCTSbKpzUPc=,0,13.0,36.0,male,9.0,10.0
zyrTz/5RjuC8GiZqbhuqUeYf5uyXrReApd3LMlzpgUo=,0,15.0,,,9.0,3.0
zyrQE4uff1/gM64x6xVqk65N1sOvGpjVk4jJrjhRa54=,0,,,,,
zyrNil268cQSrugHNOGOcZpIJmDwPYbAEuQTlOiUqBM=,0,5.0,44.0,female,9.0,9.0
zyqvDZ4q6yXz8+JBH3xG7VYapegTJ1tlF96DY+9CLf0=,0,,,,,
zyqdHXu8jJHBJi8pKChCzChlLPnvqaOpEKFJbIf8cZs=,0,1.0,,,7.0,0.0
zyqcrrgp4Ek68KNm58ROHsh0YTH46it+aidxxi1yPKs=,0,13.0,28.0,female,7.0,6.0
zyqQN727J8+6OS8E+n/KbWJQO1uxzlhUU05Zr4oZH1E=,0,22.0,29.0,male,3.0,4.0
zypKRHk0xlzkkvHZhfEewWL9c66zdU14psSWWURkZf0=,0,1.0,,,7.0,2.0
zypG/LDHVlbpf0nZzNvDDAaLlx8j95rlICaqFo1iJlk=,0,,,,,
zyp8QysmHwKN4da3kCzp7dIUZRYsPoo338YHcb5JF04=,0,1.0,,,7.0,2.0
zyoxExNKg1XiAeWfuhiFCd75JJzh4pwhhe5R/34RNjc=,0,1.0,,,7.0,3.0
zyoneXm4thvN8LfxC31EF8UWkS9tdgEeEE0vwb221Ws=,0,1.0,,,7.0,2.0
zyoZapyYjQuyaaQKLV3dXGDMLaRjFgJNBnRyPfwie78=,0,1.0,,,7.0,2.0
zyoPPnBzPlvfCe25AxLIs6BGbm8gPQE+DnGKxXeYzCs=,0,1.0,,,3.0,4.0
zyoGQ9HyQdQBi4nmQHhyal9rLSa1E4xhKa+QCd2etTI=,0,,,,,
zyniZ4m0ORC2s0hDsHYZWn6Yygjtku8TIdWB9KKUQRk=,0,1.0,,,7.0,1.0
zymUY8rrFeW8pti3aUiyCGfv+WjW413wIfqjlfKzqmw=,0,10.0,21.0,female,3.0,3.0
zymFQJrL+FRmEmllCFsJp9OwUIwMzDsjpty1IPZPtaw=,0,18.0,19.0,female,7.0,1.0
zymEpvSSchwMeGPd2QrqAxU5/mGf6DCAq+QYgTdwLjw=,0,5.0,30.0,male,7.0,5.0
zym3Ek8bXVRROc9u2s66CVKwdT9BHkJkT33nQp2cgYU=,0,1.0,,,7.0,4.0
zylvcEQlj4bg0m9Qi561BFohNNC6P+MKswmvtMe2oac=,0,8.0,43.0,female,9.0,10.0
zyktV9jTr8Uxnn6QkvoLFMhmWhX61GJQNts6b/zXXJY=,0,15.0,22.0,male,4.0,1.0
zykMvWg9VV7nrdVaV0SA06qxv4hUa4aFuIEKVXon+BQ=,0,,,,,
zyjy2KNq+1fP8BhwnKyfvtB8Fj+rX+PuT5QyDu95wHM=,0,1.0,,,7.0,4.0
zyjHBjpK0lPgexifsy8Y9demQbcGe+w6NERbfmTeCpM=,0,,,,,
zyj51rBfGW5d+4rr7LOqwFKZiB9sku5zV/KMZmcDiCQ=,0,1.0,,,7.0,2.0
zyj/VIiRzkuRc1T5rMA2Kyvz2vv6sCrIOZVhDrwjov0=,0,1.0,,,7.0,3.0
zyixxapbwXPmFVLFCIaribiZ2p12D7vnUIiHHzlFgrU=,0,,,,,
zyiqnb2DVjzzv3eFOQD5orV+vwpynH26WKNNHYgBfnU=,0,13.0,38.0,female,9.0,7.0
zyiXmn9mxZjJb+xTOopvchtQ8x+nQX+1YlozTgchcz0=,0,1.0,,,7.0,2.0
zyiXDXQww1b6Qx1lEhJ8J+nJNZeh60Hkzfdo1Hl+ZN4=,0,1.0,,,7.0,0.0
zyiGkSOctjahJJB3gyIP23xPBqJAeSCF+1+aEQYP+DA=,0,1.0,,,7.0,2.0
zyi+5H5HvIYcbUlSYGf8ZJAGYy/lmzRP+Rp+6lCC53w=,0,,,,,
zyhgjlaHFxJ9M8FeUeq0RMRqm0SPEwWY2c9QDTQZz9o=,0,18.0,43.0,male,9.0,12.0
zyhEY5DZ1ydShe3UhNjJjKBMmrLp5YBj8/rcDvZvIws=,0,1.0,,,7.0,1.0
zyhALqm1YuqShWu6jytTv1YCi4EZsAnJRDn/1TNYqS0=,0,1.0,,,7.0,4.0
zygo6SISHAaNwNsAjXSHfhg6tlTXv3owcwNmrStShPk=,0,22.0,31.0,female,9.0,3.0
zygnhDR4XCjjGHnMPIkzaMmUN3d2fAdHccs19yebukU=,0,1.0,,,7.0,1.0
zyg6s4KnBMee7RaRm7yfNsxYxUeAz0pkSTzGRkrEcfw=,0,13.0,,,9.0,3.0
zyg277H6um1EqI9ueqpXvj7JMrrw45bN6klE+CKoOxk=,0,1.0,,,7.0,1.0
zyg+IQP+rso1re1bTyLde0vvKa8FF9veFOug562xcDY=,0,9.0,,male,7.0,2.0
zyfNJM+5K+RZmhBkkSCR27RNmCEfMT3cayH/fJC0tp0=,0,4.0,32.0,female,4.0,1.0
zyf61bMaScnjHMAPnxOksQ/itJHZ42OOiEGMSBpv5Tw=,0,13.0,28.0,male,9.0,3.0
zye2aWgsBbBlZfjw0wdOEX+NhziwwPJOetkrMwVSDyI=,0,1.0,,,7.0,1.0
zydyVbZ8TVmMAwdp7R8PTpUTMU/QLq2RLbT5ei/6QNA=,0,,,,,
zydqy+6dFJNO5vFJdPmBYcoIZ0EuEQEvEaJstYqhKkY=,0,,,,,
zydiWHTYivh0aIbS5QQGTw9r4diUJxYMBWYWJdK1jHQ=,0,1.0,,,7.0,2.0
zydQA7q4x2jjXGdiZZ/HadymmpGamX5yZbdBgq2rjCI=,0,1.0,,,4.0,1.0
zydKxN8S5O/OJYFzR19207o0xghmX6KGxU/YTCBW6DQ=,0,3.0,20.0,male,7.0,4.0
zyc3uzcHTiAGi4qHnsN0WfCpbwPKva+m+hgbFf0XtEk=,0,1.0,,,7.0,2.0
zyc3EkYikwK6uJ7qjPdyki0M0vFd8f5TCbb+1wup9wI=,0,1.0,,,7.0,3.0
zybp4I2q4hqJk7wnWNwEAn+1YEWeYD2oodgRAvL9Q7A=,0,5.0,26.0,male,9.0,9.0
zybnv7VB4TL3N2q70RW47j3/XcofASwuEdvCoSLrW2c=,0,1.0,,,9.0,2.0
zybkJsdK0yC/fYO/1puuTpycTm65svFzDARHUat4v3k=,0,1.0,,,7.0,2.0
zybDBiKUJN7qXi1BuKb5AF1VxL2yhvgBRlDGdgfdZmo=,0,13.0,,,9.0,4.0
zyaKctfvrj180Pw7xwjTBOz8OHi0N6qbgEO45ezeBN8=,0,1.0,,,7.0,2.0
zyZT/JTLRdukYJmLcAwIo715eUdcR5YEXcnvX8DfGSs=,0,1.0,,,7.0,6.0
zyZ9qplybDD8a8OPG+mjnkwkSzad32NsbF8FcaFTj4c=,0,13.0,28.0,male,3.0,2.0
zyYJC6gxbgjjESgVguMMxKl8a7I5kC/ku/WNRRT3ios=,0,15.0,26.0,male,9.0,3.0
zyYBP9vEHTWeiFjErFZPbjVtBEjHpmPlz8DEUt2U/0k=,0,3.0,23.0,male,3.0,4.0
zyXw8ggmpQ5XAJmosAZd19WMkHHu52B6UqQITb33B/0=,0,22.0,25.0,male,7.0,2.0
zyXw5yP5Of9AdNTvo8TKo0X7PwBRMBawVetZpOlNpyI=,0,1.0,,,7.0,1.0
zyXVA6e/VD5HJ4w/a5RGFVA+BqYPgFWyMhV4ch3A7yo=,0,1.0,,,7.0,1.0
zyXN8iiteMjbkI67iaq2b+dpBTFiwVienjdk5m06IzU=,0,6.0,26.0,male,9.0,5.0
zyVkxJUCJkuS38VPnlj5mR2G39TaDPvukvS95ivvS6E=,0,,,,,
zyVZP7fcRts+FWTWKZ/TZ/GouCxG/4gmkE9R/iOBKTE=,0,1.0,,,7.0,1.0
zyVV2OP7XXwKeRgoWJ6APPYEJJr8sgUd3+H2qpvnjQY=,0,1.0,,,3.0,3.0
zyVEEdVai1+vhyGxVTln+MamSZ+X3vlFD1Coe4zRMFs=,0,13.0,,,3.0,4.0
zyUwmpcIrcEtCM6CQDmenLnKAiSHz1goyckZKzRJiU4=,0,,,,,
zyUVgdX+S9KXqGfNw4D2e5dKkv8FD6wje+JX2ZfrobY=,0,,,,,
zyTfwrc4EQoXmCy6TLWA2iYnUx9sBKQJj1F/iDryGOo=,0,13.0,42.0,female,7.0,1.0
zyTelyB1jtKVThMBenX7vFz/DF9tD61Ii0zefE7E7yM=,0,4.0,23.0,male,7.0,1.0
zyTWAiM6snkgHAXSeb4eW2zfOWoh21u/m7lhCKDAWm8=,0,1.0,,,7.0,0.0
zyTQnY4oCNTH93+1dlnJhPmqhxbv7h5v4ezL8A2FDYY=,0,15.0,,,9.0,3.0
zyTEcTtphUixIWpw37Yv1cUVyDQA6G+fe+W6TqrW7xc=,0,4.0,26.0,female,7.0,4.0
zySJu8eGIa2rbgPfSssLsgVa5LG0X+k39+ZoovVHZmY=,0,1.0,,,7.0,4.0
zyRhbyM71cneRFxq8TmJ6Mh+fEeLXx2Qh+HfzEwIu6Y=,0,1.0,,,7.0,2.0
zyRMmrj0o2i82NBU8PtI/g0curLTAjYIxRyoEQgj3n4=,0,1.0,,,7.0,4.0
zyRAJDT1fzFT13RwijI8qCttb1t+fa+b7fnLSLeuKls=,0,1.0,,,7.0,6.0
zyR74CoyFps47nOAAFtNXHlFLC6kBWma+85Dbp2xA6U=,0,1.0,,,7.0,4.0
zyQFpD8QSz56ylC7M10Ugv6Y938hTEq+kgUTM/sz8cU=,0,1.0,,,7.0,3.0
zyQ9bsQLkBhfIrfXixnaMn3Wg1cfDNXPvZ9EK3Epoag=,0,1.0,,,7.0,1.0
zyQ8S9PmJFUqQ6x3EFKCLrr/IcLdUt6eTTaakGcdgCM=,0,1.0,,,3.0,4.0
zyQ0cBjxg0jXerc5kqGza1pqJhj41evFm7CSiS/FyWw=,0,13.0,32.0,male,9.0,6.0
zyPvFZpxdjZB7+0Tb5Xqsii3xRPOeqjpW4gElGWhx6Q=,0,1.0,,,7.0,4.0
zyPcq/nUMBSk4aVIyiQEdTrzmYXOToyyRMBs2mbx/jo=,0,1.0,,,7.0,6.0
zyPW4xxsMd4SvoIlHYfA/wTRngFfjHvtVlYpI4A3J3Y=,0,1.0,,,7.0,4.0
zyPKYi9NmwkU8mi9OJ/9aUIehDYmBsMbqYpu/vew29w=,0,12.0,26.0,female,9.0,13.0
zyN5oovUs5a+yD89HBfFJnBWcqFq7N35AMWgTS9+XVw=,0,4.0,30.0,female,7.0,3.0
zyMriwiljPmVqlOvEnzKkEeEJYJ6v8DGGcS3ag4pvF0=,0,12.0,26.0,female,9.0,12.0
zyMYlS4exv0fhTgSpZOa9LwJZBmAxG940G44y7GcTUU=,0,,,,,
zyMT9nP7qRtCm4is4kIj51gvkvV9yj/xxpMc3rH9qNI=,0,1.0,,,7.0,1.0
zyM9O6BNW3NhXoEVDARMoDiK8OqiXAyM81AXhGoOmFc=,0,,,,,
zyM3n4HrFb5chbDkhl4bttMIsE6cbjATRJfjb/uOqhU=,0,13.0,31.0,male,9.0,6.0
zyLmHmQr8PjKz1pQQEUhqdXNxNqiUv5D5eLjac2iT+I=,0,13.0,25.0,male,3.0,3.0
zyLdrFiUq12U2z3+pPhE8JOyX3EN34yenXDw186Z2Kk=,0,1.0,,,7.0,1.0
zyLcgC+VwYaeFCPkEt5E6dyMJ9r7IQj3rBupZZxYbKg=,0,1.0,,,7.0,4.0
zyLSoSk+SJfqjLz0dC6kWcM3nCKWoOvw1G0MbO2sKmg=,0,15.0,25.0,male,9.0,9.0
zyKjcRDnVO7mtmCha2H6ZE6fqgMxlAylw2kYBEUxtM8=,0,1.0,,,9.0,5.0
zyKWCb6HdBophWZB4RzkWV7wcqOcnpaQeYwOrBBeqtw=,0,,,,,
zyKQaYOKKPENcm1CE+kDw5MPjuPsezVFuKb38eE2A84=,0,1.0,,,7.0,1.0
zyJbFa4GmUMvDLCJyU/8M9gVYq3hjYhWhPvqi/KalT4=,0,1.0,,,7.0,4.0
zyJRB3drYAc3Z20KjRfEFGRQ7wj/FPBDVxHz13iotOw=,0,6.0,,,9.0,2.0
zyInX1itiKWyhVaGm4Y5KVKm2O2Z04fUX/A7SxXWKyc=,0,1.0,,,7.0,2.0
zyI39+LdNPQYOj/ghXMa41kTsL6rFJ/3g40XI9YOGEQ=,0,13.0,,female,9.0,1.0
zyHtW/j8jrlpOL3cF8vFVbQM2fbb3XQQcjB42P5noBI=,0,1.0,,,7.0,3.0
zyHtDpDyVC/ZoHVNEYXnYrzdRCSOWXoYs8Li52QzUwU=,0,22.0,33.0,female,9.0,12.0
zyHoi5UOIzmaN371XRgUrY9pRys1Ak5thnzLWcrJAWI=,0,1.0,,,7.0,4.0
zyHUaJ6CcLb6XVD8FPUzuF0iQr8AXDUV4rQyNc3OUhc=,0,1.0,,,7.0,3.0
zyH8K6/DUY4813zbtwoZoAe++JtH3fDIebNyPwKs5ss=,0,1.0,,,7.0,1.0
zyGc4aA/oKtDf7GpiqKzfP7N+gUHbSJe/ZMzmbfxG+U=,0,1.0,,,7.0,4.0
zyGb0tqh//svu80kIZdvLlPaL54eIgDNWNrb3Z1svGc=,0,1.0,,,7.0,1.0
zyGXj5Kvf42DRjqZRWiLNWnNe3X4pYuPkdK/hqktXw4=,0,6.0,22.0,female,9.0,4.0
zyGHNWQXe5eyHc3r5iuPPfRKDesYh4/WZi3Jxzp9STM=,0,5.0,25.0,male,7.0,2.0
zyGB4uTsnZGRpgpzrv90hLVAZHmms1oDuRQPNM/y6iw=,0,13.0,21.0,female,7.0,4.0
zyG9TKO9gv16wsn/issfsII+PaSeVb5HQCQXrXYq0Ys=,0,1.0,,,7.0,2.0
zyG8ax/yy1OeBtyX0v545gol/u7qKXT25bIxprWA9W4=,0,,,,,
zyG0xNql4QcBnk8pwmNQ7d2ik0CaHBuFRkJ5Hp7VHCg=,0,12.0,,,7.0,2.0
zyFU45Upe9Cxo0kSf4wppHJ3F1IP53xpu8W9TEZsMQo=,0,1.0,,,7.0,1.0
zyFRDEOnDPVZYuTIhnjhTwteI9WTwwaexAuzCpWwhn4=,0,15.0,34.0,male,7.0,4.0
zyFNJ7YGLhVK07MlWj6LM4MOm53MHLoRS3+/IE72EXM=,0,1.0,,,7.0,6.0
zyFJZoi8SXQAHiwpowqAWC9Xd7SBDDIOih8wD5a6wJs=,0,15.0,,,9.0,2.0
zyEonoCMvrzbnVZVZDdllWX7xR4ZMVVf3n9HZ8XdRe8=,0,5.0,49.0,male,4.0,1.0
zyEiJ/L1kQ2rd53bSdsSoaTKptPyRTbWsLQedHBAYBg=,0,1.0,,,7.0,5.0
zyEbAyn0ozoPkMTtFgdBusvIMLiJ3S+KDQ0UNJr5ObU=,0,1.0,,,7.0,2.0
zyESjGoLgOcjqtrEsA/Lf+UE0evxmhhlCvmMnKXpwCE=,0,1.0,,,7.0,2.0
zyDz9Njo5m/HaF2mAzCBrIhXWS05eJPpzNJCJ55EkA8=,0,1.0,,,7.0,1.0
zyDwfa1NfCRYEXJ8qUvSw3nwDheSRVVlcc2Q5Y/cVag=,0,,,,,
zyDjlCM8J/mCa7hJXVjQcBw1CqkluIuAURy1YjNuavk=,0,1.0,,,7.0,6.0
zyDi2UgMwMOxlsEfnJB0WQTYU3UNhOerTeEjbqWJOaE=,0,,,,,
zyDgkkol74ORyS8S/B+xzYnuHPpkK4dd2w5GqeVHsE8=,0,13.0,39.0,female,9.0,12.0
zyDefWAkzucpxNrx32/Ha+2E/Gb/zjWdkwWNxRXdvuw=,0,,,,,
zyDY+4D68Y/IuFU0ZUfoKrbecrO3y/7EO4J8PpiMkLA=,0,4.0,35.0,male,7.0,5.0
zyDES/QOJb6zqm7S5NYRuF86aywa8a0gl0/rBj3U8Cc=,0,1.0,,,4.0,1.0
zyBYHmUeBC/0sxLq713UI/NAzPzEsUvV0zJsb71KceA=,0,,,,,
zyBMH/ZHYteU17gL5iVg+QVQVrVix/TR6dZFhemqIU4=,0,1.0,,,7.0,1.0
zyBBU0VUs8gPd2TXHmxJWa1GbbGaUklzPckIyZN5a1I=,0,15.0,22.0,male,7.0,1.0
zyB1hrpRQlSipFFOSNxvuR6d7FXP6c+WaEsqriHQNGE=,0,13.0,76.0,female,9.0,2.0
zyB/fxP4Qla0KhQ6tpmtJuUu41eBLa/Tf+o9rpQa/js=,0,1.0,,,7.0,4.0
zyB/Koa895M/t6GTy4Ymh63s9hI623ZwSMIguHPN6uQ=,0,22.0,32.0,male,9.0,12.0
zyApEMXkV73MaSLXsLSZFGsF3sVVyHEz18RPhTWjbpM=,0,22.0,29.0,,9.0,3.0
zyAW26r8x+suUEI71qZaCEC9kiDu31PPgQoGPQjy2Y8=,0,1.0,,,7.0,1.0
zyASSAPhgMpJsVaTwRKyeCJoBJDyjR9rhl5i2S/maOQ=,0,15.0,36.0,female,9.0,12.0
zyALy6P1Iu54iy2SxNS1BQLxCU9w9bE0gVJi0JO/RPs=,0,1.0,,,7.0,1.0
zy9thaXXquqwCl+w1GielW+60R7Vf8fN4F3GWQVKUUk=,0,1.0,,,7.0,1.0
zy9YV/E9MPiYaH80WpA8SDC86WMebLq2PCZhHElcE8g=,0,17.0,27.0,female,9.0,5.0
zy9UlOVz0Pv04UjUW5HhgF5m9wKgU1YfkHrQAH4kJqE=,0,13.0,40.0,female,9.0,10.0
zy9EE5GMsX85zfrFXm33j0kwntdHc7ekeAQ+UxrRJts=,0,1.0,,,7.0,2.0
zy9C9q7Q10etiNj4TdytoZuIEBtqKymCYot71GMN8hc=,0,4.0,44.0,female,9.0,10.0
zy9AjjSQRPmU6BBKTnzzNdLcBFkdqtvxWgJx3uPMcrw=,0,1.0,,,7.0,6.0
zy98p5THFLhgRKHstFPvcASEEi53bUdT4rA0+Zrydp4=,0,1.0,,,7.0,1.0
zy969Zqi/YbN9kIee0kpV3JeRi/Sf70CI2GECasg2vE=,0,5.0,,,9.0,2.0
zy93UkNqR37MUmJZG+eiDTwYiyEMAwxZ/lbTAS5KPo0=,0,1.0,,,7.0,1.0
zy8YeVNCTN9YHqGn8YQhyLTsPV3vOMk51358Xzjd2Zg=,0,1.0,,,7.0,4.0
zy8E21zGSMhnq5k9A+5IYgGxxOYAXNz8do0E3EsN/E4=,0,13.0,39.0,male,7.0,2.0
zy8BxO26bFW6f8vReYWST9l2Xf8M+xd6EtTZwIPa02Y=,0,1.0,,,7.0,3.0
zy7uqadPfbXK4iIinIPdLawv6FvuMITB3XvZKZeDDtM=,0,1.0,,,7.0,1.0
zy7tQ2XdPlU6PMu4cIOQmQD9+wokjihRf9TBi7RKLwY=,0,5.0,26.0,,9.0,7.0
zy7lATQqHYcia2+Pw8LevYiu33GdNSlHN1eiXASTmVg=,0,1.0,,,7.0,1.0
zy7YqqQLknIyrUkbsQYmiKVDzUqWyzyRNz25thUtbLc=,0,1.0,,,7.0,2.0
zy7UML+eoZ1greoseGfFAOeWoa5P2LVJkaMkPWyvSZo=,0,13.0,16.0,male,4.0,2.0
zy7NgiJ+5OjXWzLXamzKLuH4RFGlTe6d0zXmGHN/4DI=,0,1.0,,,9.0,1.0
zy7BwnzJGt7ewVThiBvZQdFhLIRRVNd66gL4ibe2X3w=,0,1.0,,,4.0,1.0
zy6IQ+bE02B7kRg/N8Rqxzaq5rPuJKS9eDNjpAfQulw=,0,5.0,34.0,female,7.0,5.0
zy69EkYC8DB0wG53AO2wA3DQXv0LR9E6wPL6DzH96rM=,0,1.0,,,7.0,1.0
zy5zrQphvkbidJv4qHCHXhvhRJ6Wd5TA/34o1MoFCow=,0,1.0,,,7.0,6.0
zy5v/6H40SUkcV7msA7Ra5qzoOG33uMMzqZ1hIHwUoU=,0,1.0,,,7.0,2.0
zy5jXsw7/U1HOs8PQ29LryOCFohX/82hPN2JMgJHZh0=,0,12.0,26.0,male,9.0,6.0
zy5T/RtzDnMo1zuIT58YL0VoAefae+PXfZwmeelkvbs=,0,1.0,,,7.0,2.0
zy4iEYQUpcloI5KGaH2D6/m1VFc9EZbxTADtrhpXJOQ=,0,,,,,
zy4Kqft3lJ7yPN+u5sy/BGs1mWkkDeSbsLW9nxVNr2Q=,0,1.0,,,7.0,5.0
zy3s9t+6BniKgcMhJjduVIcwE83K3f6ps/rpu8OyPHs=,0,1.0,,,7.0,1.0
zy3RUBMMSLzgB5JRK5bSBu/qrVocFPWm7LJ0o/DWxAc=,0,1.0,,,7.0,4.0
zy2f4tC4kOBl3rt6HxFWasqK5ZsyqCffD6YGwLmLtYA=,0,4.0,35.0,male,7.0,4.0
zy2TXweh+VAMqK8BJ17euRcoKaX1IdxbFmLHaEpeYoE=,0,14.0,22.0,female,7.0,1.0
zy1sYqfKGrCxwD7T6iewOzfjsHHkXYa2erUkE/zvbg0=,0,15.0,23.0,male,3.0,3.0
zy1Ojb07tX+qVeVE9D1ikuDdklFwiDj6KV6Y6+SxOs8=,0,,,,,
zy1OTzCnxegYltHBw1D1pZ8OH41xuwN+N6a+YMB0pwk=,0,4.0,21.0,male,7.0,2.0
zy1FCqX6i2A4ymfKjR1xz58wi3t7ESu5cZ4o1Zej8OU=,0,15.0,26.0,female,9.0,7.0
zy1E59F/E1uXiBw7pcOKhjIPBB/unX+sTt+Ylw4IVHU=,0,1.0,,,7.0,2.0
zy11fKJF8qEIvAVSqeL5mMAMW3D8n95bn4RvJb5Q+Uc=,0,13.0,28.0,female,9.0,3.0
zy0OQGyL2QPtohoz7SvWjSrUQwri5a91YE8HVQldbX4=,0,1.0,,,7.0,2.0
zy0JJ7c+dUzSBy2stuvxay2tkOJDZB9orlpAontVrhM=,0,4.0,32.0,female,7.0,6.0
zy0Bx/hlv+Lg1yXzO6eL71IA9NDdRY5Hy8i3WSQ+ato=,0,1.0,,,7.0,2.0
zy/y7BTE4x3R77NZu34+i7g6EUSYH35ZHkSMmcuGbSQ=,0,1.0,,,7.0,1.0
zy/qsNHAjrBMbztVRqeVVHph9cun8i3n39cawrZN8Z8=,0,22.0,38.0,female,9.0,5.0
zy/m/KGOb656ba9I/s7/XcCrT5TFkTWF4iksuegWQeo=,0,1.0,,,7.0,4.0
zy/U2oRXefS+Bo9/QGxqV+eQWrbw8b1deBwSFPXRQdA=,0,1.0,,,7.0,1.0
zy/Rg3idh0hRrhMSfJFv4Ucf1MBxcLtC0BXY4Qm67d0=,0,1.0,,,7.0,0.0
zy/O9jP52r0fyh6P864TLQ/97HfSxSIlOa8r9q/04eY=,0,,,,,
zy/G3h7H+saR+pj9WYCoDDQF2tlyJbSwA34d8/eSKvM=,0,13.0,28.0,male,3.0,5.0
zy+pLoTY+FBLlv3BkfOSduMMNV17AElyXowC/YdiuQc=,0,1.0,,,3.0,3.0
zy+lYnyOkwxzX932cDF92y+KbGy94dg+Jh3ButhHjl4=,0,1.0,,,7.0,1.0
zy+epdhY9MmYvkX7Lv3S/zTbHYiJ3PRdWAUVNNEk9uA=,0,1.0,,,7.0,5.0
zy+7mpauIeYTkL+emlpbwuRmq0fHF697N4PKhgylX9c=,0,1.0,,,7.0,7.0
zy+7JEivLoNjSmthIgsg3JuLTunTfCp5X1++Jjg/XNo=,0,13.0,31.0,female,9.0,12.0
zy+0bUREpVceNPQa06Y0jvk2JwFOslzUlJoTZEjfvIE=,0,1.0,,,7.0,1.0
zxzSK9XggY+jYctpYPR+dv++aSVg0OhAIfVWftWOlRQ=,0,1.0,,,7.0,2.0
zxzPw0Ji1puQY+fz6uxn2ihssHpJEyh3GWy/l04KgsU=,0,5.0,23.0,female,9.0,1.0
zxzCpTnV8ANLSdKDs8xpHIb1/w8Oj2DTrSQJ2dEtM+A=,0,1.0,,,7.0,1.0
zxywtfLO+9kXbwFwqXwhg9d8GtI+iYngeaP9t4WOi1Q=,0,1.0,,,7.0,1.0
zxyB7YxouOICXVMTeAM76Gki9xAdo0/RdnV0rgrwO58=,0,13.0,25.0,male,3.0,3.0
zxy6GwEX0Qrfn2SmUITnJPvwOt5m/FM17rwbm67GWJg=,0,,,,,
zxxlg8thDJvXakCdqXfKak0QJURTXJe2b5VQmd+PYQk=,0,1.0,,,7.0,4.0
zxxeJu2yYKV078xhDDYnq/asJeBK3KOUCc2sZJCdILo=,0,1.0,,,7.0,1.0
zxwvv7pi4TK/BYxrVmkn82YHMDp03JuFR5Hx9C/09M4=,0,,,,,
zxwI2x8CxmvcwSwM2qPoGYvl6a0wupRkt+1ewDTEtv0=,0,5.0,47.0,female,3.0,4.0
zxwE0Yss9bBs2PrCcUd0kOX9piK7YzR2Xtk11bAE2H8=,0,1.0,,,7.0,2.0
zxw/dnFYYl7vgh9UyKRyYtPYIUMT5Vqh//khlI+Fp9Y=,0,13.0,20.0,female,9.0,2.0
zxvgjIKjy18Fm+cIWUfYKr68z09+ILBxuMW0DnbeUZ8=,0,1.0,,,7.0,1.0
zxvQ0d7u1RN+TF/FaBYKd51nZOoM3SnTuzwixPrzydE=,0,1.0,,,7.0,2.0
zxvFzmgpe3Z6Z/OOqU95icqqB3c7RYortLA89bZL7Hg=,0,1.0,,,7.0,5.0
zxvBnG2tzBt7S0UE9MuGLYjqP1DRTM2ZyVCknsU12Uc=,0,,,,,
zxv79A2zySz+KCQg7uy5/Bo9QOrFu2YDV4kwF62IOro=,0,,,,,
zxux6TtH8TP/VFXkRqiiL4X0UnKiKTH9eT/3R1wDXhc=,0,1.0,,,7.0,4.0
zxuKEp4ij81Eh0Xz58Ryek/nHzhRr5nNlUgNOtA9QJ0=,0,1.0,,,7.0,1.0
zxtxSPlt8J9s5bMrGUmCIoaGva7IBoKhNI8TlDsRO0E=,0,1.0,,,7.0,1.0
zxtNyp5lmBVspery3N7Nu5002x+XXeC7bUaNlSBEOMw=,0,1.0,,,7.0,1.0
zxtGROaG/ziLGiln6Q89u/Clr0/+w1yYgDK4m7WFhuU=,0,1.0,24.0,male,4.0,1.0
zxt4qT59Hl/a8G3n/i0DUabbvbuTaqox3QLuMxnuxS4=,0,10.0,31.0,male,9.0,7.0
zxscimGnehhSEgiHnpoz5A3GumcOKk5G12Wi4/ai8mU=,0,18.0,30.0,female,9.0,10.0
zxsWpu2/mOEMwWOVxlL3kaWJuQeflhs21J3DGs1WOd0=,0,,,,,
zxsFTQ59yZnKUhp4oRu3KzWlTySjQuiHiH9mmbXhd7E=,0,1.0,,,3.0,5.0
zxrmTjQxkPtnlgy32P5R7elZLFL3dSudB/Az4yoR7Ik=,0,1.0,,,7.0,6.0
zxrRc9y8qR44mWwuPwwbYzt0Z1yY54alpUvfl7AX3T8=,0,1.0,,,4.0,1.0
zxr0R/acjtn9evnx4d0nj8/DQaY84fsd+M+u1ZXC/y0=,0,1.0,,,7.0,1.0
zxpYGo/eM8KVGrACkF1jTj+Hw3E5qwdNxj1KXctd0K4=,0,1.0,,,7.0,4.0
zxpXgT3s5rM3JPv5MUesQ3B5hr2D1IAAR6MiwrkBFYM=,0,1.0,,,7.0,4.0
zxpQ+JDzrkVul5hu1HiFO64OR3EEP8vR35Mv/8czhyo=,0,1.0,,,7.0,1.0
zxpJQ7UlfNt+6eC2s0jDuCS6AZvMXibD7Byz+Aly3kE=,0,1.0,,,7.0,2.0
zxpISz69oh1Oiwe5zcQ1+Eg6/Iwt4H5PF821KDwrCa4=,0,15.0,20.0,male,9.0,2.0
zxpEio2GJ+uVrSUbMcDregxTGGFrE6s9VPoXSA9cstE=,0,14.0,51.0,male,9.0,8.0
