num_of_transactions,most_popular_payment_id,extra_payment_plans_total,extra_payment_plans_count,avg_plan_list_price,avg_actual_amount_paid,is_cancel_total,left_payment_days_total,avg_transaction_days_diff,max_transaction_days_diff,min_transaction_days_diff,avg_expire_days_diff,max_expire_days_diff,min_expire_days_diff,most_popular_transaction_days,least_popular_transaction_days,most_popular_transaction_season,least_popular_transaction_season,most_popular_expire_days,least_popular_expire_days,most_popular_expire_season,least_popular_expire_season,msno,is_auto_renew,payment_id_is_always_auto_renew
3,39,0,0,149.0,149.0,0,239,510.6666666666667,1458.0,30.0,257.3333333333333,746.0,6.0,3,3,2,1,2,2,3,2,g57ktfW2+cCxQ1a9GZBTHafNsoIIGsGlyG7sWeiwbqI=,1,36
1,41,0,0,149.0,149.0,1,0,6.0,6.0,6.0,24.0,24.0,24.0,2,2,2,2,2,2,2,2,gjXro4fp/EXVLo2Ph0M4/X9Ksf+Unso+bk0kqB0Ei3c=,1,40
1,40,0,0,149.0,149.0,1,-1,36.0,36.0,36.0,20.0,20.0,20.0,3,3,2,2,3,3,2,2,jx6m1h/dWe3EffL4sQmoVcD1CNIx1lNkeSp9oHRM4t8=,1,38
1,36,0,0,180.0,180.0,1,0,40.0,40.0,40.0,38.0,38.0,38.0,1,1,2,2,1,1,2,2,kmRZcAoX2XiHqFd8NxOshHDyl7giu/krMATVzzd0/lk=,1,31
1,41,0,0,99.0,99.0,0,31,2.0,2.0,2.0,0.0,0.0,0.0,3,3,2,2,3,3,2,2,l/B5XZjvLLZQTdA9VTX4AM1j9bqP/2qW1QS48902L4U=,1,40
1,38,0,0,149.0,149.0,0,30,1452.0,1452.0,1452.0,2142.0,2142.0,2142.0,3,3,2,2,3,3,2,2,ogsUkq/w6M+5ajterrnIUkQVgUCibTyEAd/+j+8zN8c=,0,34
1,41,0,0,99.0,99.0,0,31,10.0,10.0,10.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,q/llp8il79SHUiaTOou3QQhjxlenbdFUa+QaJ71L5Gk=,1,40
1,38,0,0,149.0,149.0,0,31,26.0,26.0,26.0,740.0,740.0,740.0,3,3,2,2,3,3,2,2,qjBx02zmqQhIlAmXDsXzaux8Du5RJxGNEK6OuAJOa54=,0,34
1,38,450,1,1788.0,1788.0,0,450,34.0,34.0,34.0,746.0,746.0,746.0,1,1,2,2,3,3,2,2,rzNj8NZi7axHFBMj1K6UzaCtNvNs847WhO0xCgCxnGE=,0,34
1,40,0,0,149.0,149.0,1,-2,10.0,10.0,10.0,6.0,6.0,6.0,1,1,2,2,1,1,2,2,wEv9Y7yeEDajrmGsNhFJgBvPBh/ve4RU0LrVGO5+hco=,1,38
1,41,0,0,99.0,99.0,0,31,32.0,32.0,32.0,32.0,32.0,32.0,2,2,2,2,2,2,2,2,wmpLyGWiN3lYCiR00K4ykSzm20RFBtQxBoweRbS+MzE=,1,40
1,41,0,0,149.0,149.0,1,1,1410.0,1410.0,1410.0,1502.0,1502.0,1502.0,1,1,2,2,1,1,2,2,x3pnXTbm2F5sjkIhpJ+ZF3duVaEyQQjg2LxVLbVc2KA=,1,40
2,39,0,0,149.0,149.0,0,89,25.0,32.0,18.0,8.0,10.0,6.0,3,3,2,1,2,2,2,2,yIypvOFLBslgb3uLWYjh39TDMPfhiqOxId/G1WulhGs=,1,36
1,28,0,0,150.0,150.0,0,30,34.0,34.0,34.0,36.0,36.0,36.0,1,1,2,2,1,1,2,2,yU3EBjkAiQ/qW75Dg20UxRIYVvAzVqiKBCtDU9Z61Go=,0,17
1,41,0,0,149.0,149.0,0,31,1456.0,1456.0,1456.0,734.0,734.0,734.0,2,2,2,2,2,2,2,2,zg9kdp5Q06Ozfj8pqFAuHRsxgCa5PhmUdAK/zOgF0kg=,1,40
1,36,0,0,180.0,180.0,1,-1,6.0,6.0,6.0,8.0,8.0,8.0,1,1,2,2,1,1,2,2,/66xO0tgKHeHrtaULlc3sOtEysp2v2y+kjcaqXScvyo=,1,31
1,38,90,1,447.0,447.0,0,90,6.0,6.0,6.0,2.0,2.0,2.0,2,2,2,2,2,2,3,3,/fiGQkwGTYBXknvZflF0dpGzgHUXAya3SGpga8g2JCs=,0,34
3,34,0,0,149.0,149.0,0,191,18.0,54.0,0.0,20.0,54.0,2.0,3,3,2,1,1,1,3,2,0dUsCitz7mEyF5u/BAI77jxrHqj+dSPdrb9iJ9/f8SI=,1,28
1,32,90,1,298.0,298.0,0,90,34.0,34.0,34.0,16.0,16.0,16.0,2,2,2,2,2,2,3,3,1G5C8a6wfyvwASex6Plgje1DiGKI3QPgVm1QDhy/b3M=,0,24
1,22,410,1,1788.0,1788.0,0,410,6.0,6.0,6.0,716.0,716.0,716.0,2,2,2,2,1,1,2,2,2oG1lHowfmhnuFdsrfYcVK+omsaOvHKIgivLuhmgaBY=,0,12
1,32,180,1,536.0,536.0,0,190,28.0,28.0,28.0,40.0,40.0,40.0,3,3,1,1,1,1,4,4,4UfHKJxsHEq/wl/nbVCj0b7d+zyoqhaVPzKrnL8em+M=,0,24
1,22,410,1,1788.0,1788.0,0,413,0.0,0.0,0.0,762.0,762.0,762.0,2,2,2,2,3,3,2,2,5oDYTsH5x3rocijwp2LfPyNzkOE4X89L6Aa1nwVhSX0=,0,12
1,41,0,0,99.0,99.0,0,30,10.0,10.0,10.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,62zrAETTc4lYjX7wBa0yY59V3r2wBLmo2apy6SyDEvM=,1,40
1,29,0,0,180.0,180.0,0,31,744.0,744.0,744.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,7USlGSBPhj2ylryytnz+dRMp9GUXbZA1PrEq2WFlibw=,0,18
2,39,0,0,149.0,149.0,0,117,20.0,28.0,12.0,18.0,24.0,12.0,3,3,2,1,3,3,2,2,7djb5nGhyK8HCfK08T79gRgpHXZFidyRt6ZnGf+GZkc=,1,36
2,39,0,0,149.0,149.0,0,89,5.0,6.0,4.0,17.0,22.0,12.0,3,3,2,1,2,2,2,2,8ILkkAMnXvDNsVpp0tHuRRked1Via8GDf8SVWp/99Go=,1,36
1,41,0,0,149.0,149.0,0,31,34.0,34.0,34.0,34.0,34.0,34.0,2,2,2,2,2,2,2,2,94zcjPEiJ4EuUcGeWt0AwYh1A+5WZh9OqekbG0raRWY=,1,40
1,41,0,0,129.0,129.0,0,31,1464.0,1464.0,1464.0,2198.0,2198.0,2198.0,3,3,2,2,3,3,2,2,CgU0SU17435rc62anK4ljR8UukM7++hCGAMn65lIR+w=,1,40
3,39,0,0,149.0,149.0,0,185,265.3333333333333,752.0,6.0,17.333333333333332,24.0,14.0,3,3,2,1,1,1,3,2,CjIaUjwJIaFaJknBZW0HVuJIhR4Z9tkUthY3zrGveR0=,1,36
1,36,0,0,180.0,180.0,0,60,36.0,36.0,36.0,18.0,18.0,18.0,1,1,1,1,2,2,2,2,Cz+f6+QbiyEPEyaWTly1nuDsUY++EcwRK2QmoEsIHwc=,0,30
1,37,0,0,149.0,149.0,0,30,20.0,20.0,20.0,20.0,20.0,20.0,2,2,2,2,2,2,2,2,D7bxC/Pg+C4q77G9/N75fJtAF7x/W4jPCBS3IvVfW9I=,1,33
1,32,410,1,1788.0,1788.0,0,418,28.0,28.0,28.0,18.0,18.0,18.0,3,3,1,1,2,2,2,2,DSFfkaZA0mxTNmjdhMZRt43SuvbEsJBDDBKcjGWeM10=,0,24
1,36,0,0,180.0,180.0,0,32,22.0,22.0,22.0,18.0,18.0,18.0,2,2,2,2,3,3,2,2,DfW8Ms40zsfAEhx94SncwSweiY3GDcuOs4vJwvufz7Q=,0,30
1,36,0,0,180.0,180.0,0,30,16.0,16.0,16.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,FNoyWWILaAm70rTN8NZCSLKskveHrkCqdn6QysWpIpo=,1,31
1,32,180,1,536.0,536.0,0,181,46.0,46.0,46.0,46.0,46.0,46.0,1,1,2,2,1,1,4,4,FOOgcK9HFmXPF/wyPb7jMohn1j+sd5HTsX4RdwPfum8=,0,24
3,39,0,0,149.0,149.0,0,194,506.6666666666667,1474.0,6.0,519.3333333333334,1508.0,4.0,3,3,2,1,1,1,3,2,FegjCmKOtFGx56Fx/9MO0ZFkm109/KTbUX/ukXFAvV8=,1,36
1,38,0,0,149.0,149.0,0,46,36.0,36.0,36.0,48.0,48.0,48.0,2,2,2,2,3,3,2,2,HIq2q+p96zqSHzsKaJGb8RjpDUjX+ewJmnxmPqY1JiE=,0,34
1,41,0,0,129.0,129.0,1,1,6.0,6.0,6.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,HaMkwnHKc5k3/wCaFQDCvdgIPAc1DyLkQctKKK2zz4s=,1,40
1,36,0,0,180.0,180.0,0,45,2.0,2.0,2.0,30.0,30.0,30.0,3,3,1,1,2,2,2,2,I7ykdgBzsLpaiK1C1YbxOpG4AzFvt1N4GV9lsNaptjk=,0,30
1,38,410,1,1788.0,1788.0,0,415,8.0,8.0,8.0,764.0,764.0,764.0,3,3,1,1,2,2,2,2,JMnL8zF6kMzyAAk2IF7ws34BJ0icDVKJ4b5HaPRrdZA=,0,34
1,32,180,1,536.0,536.0,0,183,6.0,6.0,6.0,10.0,10.0,10.0,2,2,2,2,2,2,4,4,JV00GmkZ0mYu2p3c3s0LL73/aNLsKM/N/nUfSm+DHu4=,0,24
1,32,400,1,1599.0,1599.0,0,400,0.0,0.0,0.0,732.0,732.0,732.0,2,2,2,2,2,2,2,2,MFvNrPPkEQiEamj5cdUXbZsSyys3tTb164EfCTjmRQM=,0,24
1,31,0,0,149.0,149.0,0,30,14.0,14.0,14.0,16.0,16.0,16.0,3,3,2,2,3,3,2,2,N1rAS/UeN63XJ7bFe5DNuOC21QNlbIsenEHivd5mKEs=,1,23
1,41,0,0,149.0,149.0,0,31,1440.0,1440.0,1440.0,20.0,20.0,20.0,1,1,2,2,1,1,2,2,OSXu5SE0fJjBEoKxhRVMkSaZ5GIpe7+E0orsx9K1A8A=,1,40
1,41,0,0,99.0,99.0,0,31,6.0,6.0,6.0,714.0,714.0,714.0,2,2,2,2,2,2,2,2,OSdK40wGqxMqlpBUZ+/CF2yySaLQeMKHDYmq6SSuHFo=,1,40
1,41,0,0,100.0,100.0,0,31,1440.0,1440.0,1440.0,758.0,758.0,758.0,2,2,2,2,2,2,2,2,RU+dQCizOYGsj8MIjhrTjfC5VjVe0O4tRFma8nEqff8=,1,40
1,38,0,0,149.0,149.0,0,31,38.0,38.0,38.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,RsKtpNuaZRslNiU6ebLq5S+Z8IghNnbntH2Qw5Q5whc=,0,34
1,15,90,1,300.0,300.0,0,89,12.0,12.0,12.0,14.0,14.0,14.0,2,2,1,1,2,2,2,2,S6sACHCHqucm7E80dLyK5j4Bm/rHcv9LAtXwjzs1TOQ=,0,4
2,39,0,0,149.0,149.0,0,111,20.0,34.0,6.0,14.0,22.0,6.0,3,3,2,1,3,3,2,2,Tnm7C5G3clwUSd4jtM29akP9jIKqvx4/MLlPRVdRuEs=,1,36
1,41,0,0,149.0,149.0,0,31,1432.0,1432.0,1432.0,770.0,770.0,770.0,1,1,2,2,1,1,2,2,UYbJMsUaJj7lhC8psyS3h2KSfHn4m/SGjXOS2I77oYo=,1,40
1,40,0,0,149.0,149.0,0,30,16.0,16.0,16.0,18.0,18.0,18.0,3,3,2,2,2,2,2,2,Vr4B5nO7xgM/iF7VVm3q74vq0yOcrv83OzHy/qEyNp0=,1,38
1,41,0,0,149.0,149.0,0,31,48.0,48.0,48.0,44.0,44.0,44.0,3,3,2,2,3,3,2,2,YErPneOKUiL6i1EucIL+V3PSM/ZDJNrRUPLQTXqVy44=,1,40
1,28,90,1,450.0,450.0,0,120,48.0,48.0,48.0,44.0,44.0,44.0,3,3,1,1,3,3,3,3,Yl+O7JgT2wekRuj3ZGRU8QWZth+wktFTBzPQikAHEcU=,0,17
3,38,0,0,149.0,149.0,0,198,494.6666666666667,1442.0,18.0,14.666666666666666,16.0,14.0,1,1,2,2,2,2,3,2,YoEBudVVzfd1Iu5h2pSwf22kNJHW1g7xWlAPtJSExPs=,0,34
1,40,0,0,149.0,149.0,0,30,0.0,0.0,0.0,16.0,16.0,16.0,1,1,2,2,3,3,2,2,ZAasAZt+6vmhhWwuLkB4bH52ThWWad1QYSh8vRvCMaA=,1,38
1,40,0,0,149.0,149.0,0,30,40.0,40.0,40.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,aDjymldKV369yCBbj7Qq10yf0lzj/fQSK4VFW6MWqvY=,1,38
2,39,0,0,149.0,149.0,0,119,731.0,1456.0,6.0,755.0,1458.0,52.0,3,3,2,1,3,3,2,2,aDkz106PW4CepBxFOaLidgtq/e4qPhbWmYsqRJM+1m8=,1,36
1,20,100,1,480.0,480.0,0,100,16.0,16.0,16.0,28.0,28.0,28.0,2,2,2,2,3,3,3,3,b7UVkXxtF+yTC1YBhTo7wfUqkmCo6JDId0HGEX3T24o=,0,10
1,38,0,0,149.0,149.0,0,31,56.0,56.0,56.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,bjBKaBQW3whWfEHzvX7tRxNvkKegkhrN29dBMthYLKI=,0,34
1,40,0,0,149.0,149.0,0,36,40.0,40.0,40.0,30.0,30.0,30.0,1,1,2,2,1,1,2,2,cFSXtWyB9ZxA+uViss7js13590cyl8aulkIP9DRXGK0=,1,38
1,41,0,0,149.0,149.0,0,31,2.0,2.0,2.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,cG1fK8a+9SN6Z/2ifwiE7YzrSlsGIOGcNxRBTUQTOsY=,1,40
2,41,0,0,149.0,149.0,1,31,1458.0,1470.0,1446.0,1463.0,2204.0,722.0,3,2,2,2,3,2,2,2,ccfUzikGsdT6D68gloipNIEUEFHFhK4npXoqehHjOf0=,1,40
1,40,0,0,149.0,149.0,0,30,40.0,40.0,40.0,38.0,38.0,38.0,2,2,2,2,1,1,2,2,gge2QGePAYcJAV/ahsLzh4fh1RI9dKMBKXYrjfK3+gs=,1,38
1,36,0,0,180.0,180.0,0,30,2.0,2.0,2.0,20.0,20.0,20.0,3,3,2,2,3,3,2,2,huCAfvt9pJNgSS+Y2/iA4vBIr1i884sHmY5tdylOSZ8=,1,31
2,41,0,0,149.0,149.0,1,31,19.0,36.0,2.0,29.0,34.0,24.0,3,2,2,2,3,2,2,2,i78jDX3x0rNAQkhIk43uhmZqNQrhxb/8g4qIs54XFTw=,1,40
1,40,0,0,149.0,149.0,0,33,60.0,60.0,60.0,54.0,54.0,54.0,1,1,2,2,1,1,2,2,iRr6bkUeyoz8plCLKErmeM3MepU7lOMc2H2jLYYQW/8=,1,38
1,38,90,1,477.0,477.0,0,122,32.0,32.0,32.0,28.0,28.0,28.0,2,2,1,1,2,2,3,3,nE9Qm5PsrNU5RHIpxgnhV3pLeFZeeBltS24x79z8ARo=,0,34
1,41,0,0,149.0,149.0,0,30,38.0,38.0,38.0,34.0,34.0,34.0,3,3,2,2,3,3,2,2,nRCKJHRxdWVpHLWrDGXX31X/AawbKZMYKcT14f3kR50=,1,40
3,39,0,0,149.0,149.0,0,185,9.333333333333334,12.0,6.0,274.6666666666667,768.0,18.0,3,3,2,1,1,1,3,2,nnvbK11MwG2gzBq+zfsB6er1vHRsnutx4OUhqp/MDAk=,1,36
2,41,0,0,149.0,149.0,0,123,709.0,1408.0,10.0,398.0,778.0,18.0,1,1,2,1,1,1,2,2,sYxpGAC36DW+r41uhx81L51BKy0L3x3GDvImtZdlt54=,1,40
2,41,0,0,129.0,129.0,0,123,6.0,8.0,4.0,10.0,14.0,6.0,2,2,2,1,2,2,2,2,sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,1,40
1,41,0,0,149.0,149.0,0,31,718.0,718.0,718.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,tcy9j20q4VZnR7BGCNpkfqLaYUCnnSZQ31NaLKunafw=,1,40
1,41,0,0,129.0,129.0,0,31,1428.0,1428.0,1428.0,1492.0,1492.0,1492.0,2,2,2,2,2,2,2,2,u+WZZ2Krx0UKt84Ybh/cm2bvGTJ4/UIZ5XmNxNSOLQk=,1,40
1,41,0,0,99.0,99.0,0,31,12.0,12.0,12.0,10.0,10.0,10.0,1,1,2,2,1,1,2,2,vIOUv6MyZepb+8SrnVzyCbMvtsStpcpNf2q8Ra99SaE=,1,40
1,38,0,0,149.0,149.0,0,32,0.0,0.0,0.0,4.0,4.0,4.0,2,2,2,2,3,3,2,2,x+vqNaCaFGV2FJjBfUj1bAIdiFWPep/nQB4PuvWPTmo=,0,34
1,28,0,0,150.0,150.0,0,30,14.0,14.0,14.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,yX/5fF46sk0c/Xu9oyQepPJwB1uw8cx4CR5cxN+z8nA=,0,17
1,37,0,0,149.0,149.0,0,30,22.0,22.0,22.0,22.0,22.0,22.0,3,3,2,2,3,3,2,2,/L/UUmPzRUsJYcCqpoZmrc32GYz4ZH11S++7RRDN/cQ=,1,33
1,41,0,0,99.0,99.0,0,30,10.0,10.0,10.0,10.0,10.0,10.0,3,3,2,2,3,3,2,2,0zntfmbj0xl7Zuk5FYNaZOTAZteK2OHU5DsJi6Vc2Wc=,1,40
1,38,195,1,894.0,894.0,0,195,14.0,14.0,14.0,6.0,6.0,6.0,1,1,2,2,2,2,4,4,2Kd0Ppze+zuHYClUICHUW7p/qXXTcSP+7WCmCKEz6nA=,0,34
1,32,195,1,894.0,894.0,0,198,26.0,26.0,26.0,2.0,2.0,2.0,1,1,2,2,3,3,4,4,4Im62h13W3K/LMO9ebJoiW/gWMsI00HErs0vT8c7CN8=,0,24
1,32,180,1,536.0,536.0,0,183,1446.0,1446.0,1446.0,20.0,20.0,20.0,1,1,2,2,1,1,4,4,7RxhA+rKp7wsNKs7CD+eCZ6dRbkgr1unKwoUspaqAM0=,0,24
1,38,0,0,149.0,149.0,0,30,722.0,722.0,722.0,28.0,28.0,28.0,3,3,2,2,3,3,2,2,B/06lx4fLsAsAFOxrFP8+N9SxhLY3gUpB7sZUl1AHQk=,0,34
1,41,0,0,149.0,149.0,0,31,8.0,8.0,8.0,8.0,8.0,8.0,2,2,2,2,2,2,2,2,DZBZOPKB/WW2pj4boFvpe0KPNamGAOWthO31XIbwaGc=,1,40
1,41,0,0,99.0,99.0,0,30,50.0,50.0,50.0,716.0,716.0,716.0,3,3,2,2,3,3,2,2,ET5EiRbItbRKkFm0kJAOdB07iQ1n6FazDX9KqIV+BKI=,1,40
2,39,0,0,149.0,149.0,0,93,749.0,1464.0,34.0,1474.0,2220.0,728.0,3,3,2,1,2,2,2,2,FHAMpr3Spb9pk1dByxpzb8fEik++kOQ3TLiNjoM7Gmw=,1,36
1,30,0,0,100.0,100.0,0,30,4.0,4.0,4.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,HM/VjDDIfl5qyIQ1WZG4zhJ9FUj4cHfZZb5aMcVpy/s=,1,21
1,38,195,1,894.0,894.0,0,195,42.0,42.0,42.0,34.0,34.0,34.0,1,1,2,2,3,3,4,4,K4tEhdpSdUWbep5V7QpoGraPfqYdy+pMKq3YCfDu2z0=,0,34
1,41,0,0,149.0,149.0,0,31,32.0,32.0,32.0,30.0,30.0,30.0,3,3,2,2,3,3,2,2,KFy8nLmuhKwM95pmMVo21AjSpwBYZBQrBgrFzL9bLac=,1,40
1,36,0,0,180.0,180.0,0,30,18.0,18.0,18.0,20.0,20.0,20.0,1,1,2,2,1,1,2,2,LcU6CtKgOa0DbUOqpY+hydmyyvFjryNBnWpkbPRw/vs=,1,31
1,41,0,0,149.0,149.0,0,31,50.0,50.0,50.0,48.0,48.0,48.0,1,1,2,2,1,1,2,2,NmdjhO3b050uLcE58h/vAvQDyeGG9V0jXv5XsqmO7Os=,1,40
1,15,90,1,300.0,300.0,0,92,6.0,6.0,6.0,0.0,0.0,0.0,3,3,1,1,3,3,2,2,OF3PPmFYFXDLbi+piSt6Dz1UBQ8ykYhWQoRIhNeXuBE=,0,4
1,38,0,0,149.0,149.0,0,31,60.0,60.0,60.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,Pu6T3PBt6ZufivvfEv+h33VZIGhSIEVZ/q7vrz1YEns=,0,34
1,40,0,0,149.0,149.0,1,0,12.0,12.0,12.0,24.0,24.0,24.0,2,2,2,2,2,2,2,2,XJEMj3/UiY+GEWfq+2zPK8ad24/er4IeB8p61OY4zyc=,1,38
1,41,0,0,99.0,99.0,0,31,12.0,12.0,12.0,2.0,2.0,2.0,1,1,2,2,1,1,2,2,Xl5Nr/3ASp/ngQAPCELlVVU1hd+LBVUC2kr+PY4NCY4=,1,40
1,41,0,0,129.0,129.0,0,31,44.0,44.0,44.0,8.0,8.0,8.0,1,1,2,2,1,1,2,2,c5+QWRwLzQYuWTyt222c126F8bP6qdxhPbxfAIm1Qtg=,1,40
1,41,0,0,99.0,99.0,0,32,10.0,10.0,10.0,8.0,8.0,8.0,1,1,2,2,1,1,2,2,cQnCRloJRrb5SW/sAmdQCDpXmWEAriD1tLoly/P2Lg8=,1,40
1,36,0,0,180.0,180.0,0,30,712.0,712.0,712.0,8.0,8.0,8.0,2,2,2,2,1,1,2,2,cfto+C/yhzEwRcwUiD8f13XWR2Bhq9FlT9BggCIQkDU=,1,31
1,37,0,0,149.0,149.0,0,30,6.0,6.0,6.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,dDoS9skpOmZov2wgQ2zvQYi/V2BD4TmiaBvpPc9Q46I=,1,33
2,39,0,0,149.0,149.0,0,103,24.0,48.0,0.0,16.0,26.0,6.0,3,3,2,1,3,3,2,2,fYJrsy+fW4QY3HGuUb+1jKSe8abzIf4S/TcNtF8awOY=,1,36
1,32,90,1,298.0,298.0,0,96,18.0,18.0,18.0,4.0,4.0,4.0,2,2,2,2,3,3,3,3,frBD64kNyPlcG/7BjY0byOdKBIkiJUbgAgp8WZdOGNk=,0,24
1,38,195,1,894.0,894.0,0,260,14.0,14.0,14.0,22.0,22.0,22.0,1,1,1,1,2,2,4,4,g9eTzvKKML01wcciuSk7p7z6bwIOdXg26hTkk0TX0b0=,0,34
2,39,0,0,149.0,149.0,0,65,738.0,1462.0,14.0,409.0,782.0,36.0,3,3,2,1,1,1,2,2,gAHa7Ewfl7QTi11ZCdcTD+NyaOjLoqSKYVLKEUnvlf4=,1,36
1,41,0,0,99.0,99.0,0,31,46.0,46.0,46.0,14.0,14.0,14.0,1,1,2,2,1,1,2,2,gH8nkEcEP/geTd+IV6xDLb8ptH7EqOP1yNb51F5Z7yU=,1,40
1,41,0,0,99.0,99.0,0,31,744.0,744.0,744.0,28.0,28.0,28.0,3,3,2,2,3,3,2,2,hoqRXdzMhJhWM55nJbAGwqwYl4CyJVP2tk2urVrsqOo=,1,40
1,37,0,0,149.0,149.0,0,30,20.0,20.0,20.0,10.0,10.0,10.0,2,2,2,2,2,2,2,2,i+M99gTdc2SoPYVZMh8MnxHeIjy26RA30gc5fPoERZU=,1,33
3,39,0,0,149.0,149.0,0,185,504.0,1458.0,10.0,526.0,1512.0,16.0,3,3,2,1,1,1,3,2,jt44be6zT8nABfr9ihJ9045a2hYXFOWPT978z+LIcxI=,1,36
1,41,0,0,99.0,99.0,0,31,30.0,30.0,30.0,24.0,24.0,24.0,2,2,2,2,2,2,2,2,qg7nTEGjUcwlPdpslWCYLHNFXnEhg0SGcsbELNsH3OA=,1,40
2,40,0,0,149.0,149.0,0,97,17.0,20.0,14.0,12.0,20.0,4.0,2,2,2,1,1,1,2,2,qkVlEmIWD6cA4f3Blmgrow32VK0+jhFiGbP0by7wi80=,1,38
1,29,0,0,180.0,180.0,0,32,12.0,12.0,12.0,10.0,10.0,10.0,2,2,2,2,2,2,2,2,raAg0Xegs3GyshcxNVwuOnEo14YZ+w0ed++AOdQHXt0=,0,18
2,30,0,0,149.0,149.0,1,30,15.0,26.0,4.0,16.0,28.0,4.0,3,2,2,2,3,2,2,2,slM+4RCmfJkwQBqWMJ2mwcABPdLfcJZ3f8YPWZ4jvgU=,1,21
1,34,0,0,149.0,149.0,0,30,48.0,48.0,48.0,46.0,46.0,46.0,3,3,2,2,3,3,2,2,t+f2cTpwpxy8jMkBdVKA6FOIzQv217BQ5QjWHq5WHw4=,1,28
1,38,90,1,477.0,477.0,0,101,12.0,12.0,12.0,6.0,6.0,6.0,1,1,2,2,2,2,3,3,v2FVdA+RNputucTWTDrz7navy0SYPk2I9wPrjfO7mtI=,0,34
1,40,0,0,149.0,149.0,0,33,10.0,10.0,10.0,704.0,704.0,704.0,3,3,2,2,3,3,2,2,wP0ly44lYr2liBhwsh8IRNKp7hOYxjX5glX8ehMdyjY=,1,38
9,41,0,0,126.77777777777777,126.77777777777777,1,1843,502.0,772.0,2.0,104.44444444444444,758.0,4.0,2,2,4,1,1,1,4,2,yRkKL+z5peiuN2OFTvIVIlexdt4g3VaC7NZODZvB2jE=,1,40
1,37,0,0,149.0,149.0,0,31,20.0,20.0,20.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,0cPW//HNNCgeE1/fquYmTgSp+u6SQdTCqQOlHGfSaXI=,1,33
1,41,0,0,99.0,99.0,0,32,28.0,28.0,28.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,1Dz0BbxSuWWcBZbchYtfUYV9UdImVsHLZVTDwfbDZpc=,1,40
1,38,0,0,149.0,149.0,0,30,54.0,54.0,54.0,8.0,8.0,8.0,1,1,2,2,3,3,2,2,2pHTtmUviukcUxYbNDuikzHCUMUZ/HH6F9w9YVabFlo=,0,34
1,34,0,0,149.0,149.0,0,30,0.0,0.0,0.0,58.0,58.0,58.0,3,3,2,2,3,3,2,2,4KzoGRt5UbDwG2sI7iVcNizin9sKRkwych3xEqRmwds=,1,28
1,41,0,0,149.0,149.0,0,31,12.0,12.0,12.0,8.0,8.0,8.0,1,1,2,2,1,1,2,2,6cTBOPwVAW3vmAjjUrDO+7uNfdWaCZJ1u07b6TFSX+4=,1,40
1,41,0,0,99.0,99.0,0,31,6.0,6.0,6.0,6.0,6.0,6.0,3,3,2,2,3,3,2,2,6cso4XtDWKTjq0tIPpI+il27OlcYWCEtYMS1NWZbqus=,1,40
1,36,0,0,180.0,180.0,0,33,2.0,2.0,2.0,2.0,2.0,2.0,3,3,2,2,3,3,2,2,76RmSua22j/2FmBacwwyaIY+q09V0iMYZTcKUGn/pVI=,0,30
1,23,0,0,149.0,129.0,1,-1,28.0,28.0,28.0,30.0,30.0,30.0,2,2,2,2,1,1,2,2,7Ld8mRC7//XD5BJyh8Ng19ysx6SMHgAp7ozpEh3zNB4=,1,13
1,36,0,0,180.0,180.0,0,32,16.0,16.0,16.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,7O0d6bbpot50wrrgr1oSadNsLBXz9qdkDDZWW0jhVxY=,1,31
3,39,0,0,149.0,149.0,0,203,986.6666666666666,1464.0,32.0,1493.3333333333333,2238.0,6.0,3,3,2,1,1,1,3,2,8EBgFguCZPBD/jxSEufs+1J7D44BA+42yoHsZ/dMAxc=,1,36
1,41,0,0,99.0,99.0,0,31,1456.0,1456.0,1456.0,2872.0,2872.0,2872.0,3,3,2,2,3,3,2,2,DDISlg44JBqXpMMfMuvVzAVj17cjLGl70lCittw1t70=,1,40
4,38,97,2,193.75,193.75,0,598,384.0,1440.0,24.0,188.0,714.0,6.0,3,1,2,1,3,1,4,2,Ghi56QRTX2qg7uIjNgthJ7ZcvehEDVtr+niO3bOtAIE=,0,34
1,36,0,0,180.0,180.0,0,32,36.0,36.0,36.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,GziOj07dwSQuCR6+eeNuE4PlfWx+N2PysduvwpVmBTU=,1,31
