msno,city,bd,gender,registered_via,registration_init_time
LJ+2vHwwuWLzuZuHgy/2x3ydVRFAbK574hqJun6qugo=,14,29,female,7,20100622
U3Y815UyLFnQgKN1AzoB/KtvqNQwb7p8E+Sxuks04Ew=,15,21,male,9,20130814
MA5++qwPgHxbUzOAOBDJ/P5ymEEwACC3fFO2CAEmeL0=,1,0,,7,20110309
LadIkq3mkzRJvgGV9rRt4f3v+WMpA+N2maqElVL2a1M=,1,0,,4,20160110
POvDkm+xwzvVf9J9qeX9M/5vcCGyJnv374FHnMDbwUE=,1,0,,7,20140313
M0WVGDe6XhR/IkRJjq4Ggd+RWFpWfh9mGrT0mPHqd1s=,5,36,male,9,20080612
NaLjLm/YGCbRYqDdDFP18lv2GO1wKSTf4nvPIaAo6xs=,1,0,,7,20101204
SiyOzgcwbtBcusy7N9DHaBC1TWJUbpOk4gsKAmygAmE=,1,0,,7,20110531
TjsOI9vrg2/Gu1VebLLT06jq8BAZ32sXP4XA51SeURM=,1,0,,7,20141121
TApebBa/hMnmQbvEDO3NiyWI3+uAJQPyvf6gC157soA=,1,0,,7,20120918
Pa96oq61RyYgoBM4AzCN1vwk6QzWXhyTFssQkgyC0dc=,1,0,,7,20130109
L1iJgqEB3KkphwX0qsWzQdRLuIOexiGd9CKqFh95AiE=,1,0,,7,20131211
QDnE6l5zGalI2nT4gzGEpVSGRZTsKvkM6sqWAMGVIbU=,1,0,,7,20141112
U0JbJnuMyMgy+kxNgBYm3RRA1f61mBS0ksKYON21/Rc=,4,24,female,3,20120819
KskJLEIatdIOALLSvSbkXfa/ScAnJKnL1VdRA0UD45o=,5,20,male,9,20090530
OG6ZA8mke7B/bUQWUPQnjnGY5VMf9q7Xfw5my39hI4M=,1,0,,7,20160131
P2zE2PT7ffHll3bs/vmuvz/BJr9DRfLf/PeLoblMwR0=,1,0,,3,20140708
SEffcra4aQ8galvEx6EOjzkcQVp3rhsex99fLSIHoOY=,13,29,male,3,20130309
PGaWH2aTXhhqBmouTc6nQSJr0Y5XOiRumt4l39OTZQM=,8,28,male,9,20090604
RavHpMSiXirCbMb3XdsrXKoivHBAGVRVuiD3ZvPq1J4=,13,20,female,9,20090727
LSN5EmwyYCDMBR/alB+Yhdcw7pwHo7sjwqOT04saSlc=,5,43,female,3,20170207
Pa8ZRmDhYzpfA7Jd8p7vlAH4FF8qLvFFYxh1xnDKM+M=,12,26,female,9,20090512
MlMT+8cG/nEXpLSveVvycaIVDbBQUEjo6aoLSYL5WKo=,22,19,female,9,20090912
Skwobua+rQ5x0HiUtlRCxG7ZLLfO764WRIpOcThrXfo=,13,23,female,9,20070616
RIJgWL2TuK6y58Ca3W/dfJGknBanXfe0fkMHllC/vJY=,6,50,female,9,20070722
K2smkUWhbDBsmdCxUy1P2C6ckBRQD6iEHt4yQI+P8K8=,12,36,male,9,20150104
KDgJT7VjNet2pn/4WRphT5WJQ5AHmGPc4yfp3zHhSO4=,14,31,female,9,20070420
NmeX991q5X4//Yy3TDDPlYZoGunIrFDVJ59FJbPWkYk=,22,25,male,3,20120302
LTFmTtoj7tuOUDTaGMpjt/oLBznMTaJn7a6MzePALiQ=,13,19,female,9,20120310
KaGgLCJie7Ym3RPgppkDwcrzYRUVDZpUdrPKPg3oXdM=,11,29,male,7,20120528
Sfrjiov1gPnCF/Fx36ygvhMdAMmq/98YNIZ1DeJ7H/c=,22,24,male,9,20150422
ND01XG8W3AGPJySMOcoj0ZRB92YcTQ9VYYYhJiDrd5w=,1,0,,7,20130906
QwG4CHU+gOUc1zcuSfXG1Wkf6JLoothp+e1S2pUpQVM=,5,21,male,3,20141127
PBN+6cNIKujUWD0cKCCgDtxlzFT4eHC4irUwjnMTZrg=,5,36,,9,20110429
LAlGyesRh8jEc6IapipLhr3vrZLFQnBmWaSx7sek4KU=,13,25,female,7,20120929
NznfwrePrPhn3eETxBx5oqcGN8nmOBvfhlWsE2mgEWc=,1,19,male,3,20160710
T+7aQX9IGGNdoiYhQj8wRWFROL5KLqCGUInYGBltEaE=,1,0,,4,20160711
OolOtdcW7P87VDrqNqOlGgPxoSJc71fwV5oRC3zD1W8=,1,0,,3,20140129
Mt00d6jjIu3jVQnqR6mWRYW9HHd/hQrsp26+18ZjnKA=,17,27,male,9,20090826
Rdr7Lsxygp28Huj5RuKKmRY5Hku1PHOdoSKi8U0Zz38=,8,30,male,9,20040925
N+xoXPEWSU4wKS42RdF0VZJTyVDdcJr43Z7dcsT0tdM=,14,31,male,9,20041012
NzSGieqzBEE+er11P1XlaXvUxHaqS4sDne9ZIgk7kMc=,13,35,female,9,20050222
LcJ/mktapNONZsq/wOGvdyDFTn+98WX8ITLMmIXbPiU=,11,35,male,9,20091107
PKGM1njyGRlMKZWDBbdhJSjqDMa1VIxk8RlgnFxEm/Y=,1,0,,3,20131026
RFR01W+WW1/dvgjDWF80a98GqBdLXNsFIVokitq7Bng=,15,18,female,3,20140723
ToAQdMdLXw5v9BDhxBVxKsaTQaa98KwkUPR9U4rJZBk=,22,48,male,9,20080509
KXOL8V1NJbltWR0Xq9Lll8dY3woUW+gRCpAYOdOW/qA=,1,0,,7,20120622
QLWlvig6woUZZGuLg+l3D1uqM3zTKZmp6elsCvw4ps8=,6,25,female,3,20120827
Kl3T+zRSY/7SinfntdYNBM2L3KRsaL7+CkEhExqLH/I=,6,27,female,3,20130211
PGIfW9Hx9uMWwPpM4/r2ihO6LWRDjrcaSJo0J3VhX5I=,4,25,male,9,20091123
KvO9erQA3ZB8jLU2KqKRAApW9/v0xyxjeC/BLvIPg9U=,6,33,female,9,20071025
K9BNhtXpfIHm50kwDUlhYy4X7HSda+10o8BhD6vRQRk=,13,34,female,3,20131129
Le4mU33LpvvzYYfh7Ar3ONGd1N0Bv3s2UfTLP45BWC8=,15,25,male,3,20140510
PaFQFxfsajP+a0hSWaxHivfHzlJBJ9sjZTqbvASrWrI=,1,0,,7,20140529
SauEqvtBMu723utS4BbRP0XiHcDsW8O4RFAnonzx1UE=,13,25,female,3,20141112
LnYnJLlk+IAhF/AF+PtRc8YYsR0U5wv0awtEnPaIf1g=,1,0,,7,20100509
NqlQDDEDrHpmOOsa+3adVaKB3mTHqtjN7PMbNqtLj58=,1,0,,7,20100917
OB5qNWM6IANhvWpXgwnfgCoTi/qAQm0OA2wqtJ3+OSQ=,22,35,male,9,20070726
V3Z4X1BDyn4vbian9oPnf+Fh1ff4oRGG0HQ8I19alRo=,1,32,female,3,20150309
MHiF2b6fUQLqT9Sl4tWTrSRvEpEDcrPNL1f3BqLNNcY=,1,0,,7,20150315
ObCFpljn7KEIyb/PZbFyKioHaFoO5B/f9fVX1YnQlBQ=,22,41,male,7,20110118
JoBWlrRRki/0pXTsMIclKz5oePEZ6E21hzMwR7VxH9U=,13,26,female,9,20110118
L/Gtn7NgaSuSQnZNR9+cxw7vZQ8FYslwq8bf04q5KGQ=,15,28,female,9,20110208
PtwypRbi16Y3HFwhIIM3mzMH2cPdtoyssjZVncVE6JQ=,1,0,,7,20140628
QD0J+D4kUz36O0Pz3Q29a64lOI6RempA2j7MccSwCA4=,13,29,male,3,20120926
RifN5TxiTn1+zCzSBExlOybwpqvhCGvJKjUxKS2LS4I=,1,0,,7,20160327
Tnkocq0iQ5PFD4xnTFdwHVBc27l2wiRPyKX+W4EKX4Y=,13,33,female,9,20080105
OBCh6z5LlYclduDK+7+M7/bjCNu7IM/sWScWNgM+t7U=,1,0,,7,20160212
SOltn+doYEDCuzLKMlipRME6eMyj7NTFhdwwm5ZXdGk=,13,24,male,3,20121125
T0BsqSv+Tg2KVz6kJ5NrYB9LjDhJSPNOb7a14JmLoXg=,9,25,female,9,20101123
QZ9J2SW4m6fcY1EQqBlfND/3oUjjcf1szG8iPCrdFaM=,14,38,male,9,20160714
UMmSnqxlGwHiaHVy82ag70iFvvN9pnWwqOoiWWgSJWA=,9,26,female,9,20110323
LX484X79X19eGCs7/hkL/Vr+z1NcT2PwnH1LB3oi7oM=,1,0,,9,20120703
PglhwXGZxKM3SoQ24d4xmY5bWrVAT1G7DedJ2oknZ/o=,13,32,male,7,20140608
SYLUSoMXTyU4PZWI1WxVqmYVNjJYe4D25HqXWqopLQs=,7,25,,9,20140608
NIgtLHOHrGYW8B3O3pdWd0X+4P2Mh73rPsADUYUsmnY=,14,23,female,9,20080324
UvfOxLd7/YCQxz31vbX1AZFoKGhPz4toEZchiL/cgDQ=,12,29,male,9,20081011
ONj0NlN4xxBmJEbWlfEslC89A1AE0XEf7JqvDW+Sp/I=,13,24,male,9,20080623
RlE3yCwyF88ty0tv+jM/qA0TdCvZtlXGquOoNWdaYiM=,1,0,,7,20160806
NVCG6pDZ9OySk3vz1jIVACEA20BvKhccJ6e1rz2XxRs=,1,0,,7,20140817
QiMeNKeow5flJB8ZHxdzNqQylho9EbhVEcvqNcbZhX0=,13,29,male,3,20130816
NV5264oQHpQrzf+DKT1oVE6vt5K7c7zP9XXkkDZhdek=,4,31,female,9,20081122
SUiwLa163GpIGV5qq5xgE6tR86Vuy6Mn93K/GFNkBR4=,4,18,male,3,20130418
MpFRz8q0RdZXHX8uDZDH9O+Xp0nnBJTte4lLysNdjY8=,3,24,male,9,20090613
O0bDw78h7yJdqQZVbP5xl0II8MCY+xtUjNrINl0K8DI=,1,0,,3,20140507
U/PbFVZu+gzl88Z45QtnHrFu6liHKpdkWycqSNw1Yl0=,5,21,female,9,20091003
Qe1UoaPGBMxzvB4kq/3vZGhS6GtkyB8bfrPVjSpZQXI=,1,0,,7,20140701
RFNaguZek1mtBfXK0axJnMFOERtlMXsD5aGUbBl9+Rg=,17,27,female,9,20101026
N6dWPAuzJN3iYyZmxGtFwyQYBcytpKxmSinfw97XIE8=,22,29,male,9,20101203
Kuqgd8l9fPrGBlmd515S/5IEiTvEX+wE88YI6l2mb8E=,15,19,female,3,20160723
PLP0A8UkzzbaBwrtIxI+fgOyzWz/xX3Mce6EyarfzkU=,7,45,male,9,20090903
RMg8LxQ+5MGywTUqXznHOcFVv7uXdnjn3dMpb9X8C4E=,15,25,male,9,20110919
MuhXNJ5zoZHb8dEtNOS2sSwXlgO6f9UJi/Zskt7Lrb0=,13,19,female,3,20130731
R6IbPNs1qQCKSWEacsbftjnEbuB/rMLqzlw+zMSreyQ=,1,0,,7,20140604
QJxhZkFq1Ux1HAF4w4ouZ/Q6tj/AHZCfvMJgCRdwwi0=,13,27,female,7,20121031
UNGoJu8kC6c+9mL80sE4nDG/JwH3hxk7PTUjVI1cBO4=,1,0,,3,20121205
UmhjTBXDNiSTkGeJQ13I3dEPv8LkgJdWihisXRYmwb4=,17,37,male,4,20151130
OsVaPGJY26lLpNfhD0eenFR3BSvNk7fb7DXc/6bufGU=,1,0,,7,20140823
K0iIW61f7JXPRZQeQ6pdL3UKpxHh4qcE5roFPR66M6k=,9,27,male,9,20111215
R+D5RPFNkyNLjk5niW2m/Kx86pK/CslDw+heOzYy6ho=,13,36,female,9,20111231
RzjtEepsnExMsQhozVo/hJR5hlKX2DktHFGuDlBJEL8=,13,27,male,9,20040327
LUxxG6vM5dvnpLmf29eK4GqIk5yzh5vd4cb1mvI5YoQ=,5,52,male,9,20050707
V4783hdmI2KNrG5hga419djqh72cRgr//pvvKyiX03U=,22,27,male,9,20100730
KG3l8zHav4OqAiLn/JsQghq3QwXTv3Is3RXwcJm+ndk=,14,30,female,9,20110629
R9WrKYtWtNmkCZ4FxBRzur7ho8tYZDbDuOsKtkgVH3I=,1,0,male,7,20110713
P6mcOF3N+f7vXK6eKBe55ePeAQz46Zt9bZqCXvw/O2I=,5,30,male,9,20100105
QvaY2ZhZhmMmCuG2XzCHvfZfVAHYwftKGRjXlJO6rY0=,13,36,female,9,20060811
NcHFVxKLuYgqBa7WeHBdFhqTeXomxSyQgoMa3l6MEOY=,14,30,male,9,20070422
K5EUgmRTiEK/zgNqQNBbjJ2DbW5aUMEkuAMEZ32myRo=,13,30,female,9,20070511
NVuhRZFVxGqzCko1d2leHDH+p7o9jqTjnTQrwOBqC4A=,4,29,female,3,20130713
Pk1xTddtFqdX+QKdeL5HXgAQqf8l70Qed4J/95u0Mh0=,3,22,female,3,20141123
KxaLiz+jRYwB/18CR3MQVL0eSVeX+WkUE+zW0n0AdXI=,14,27,male,9,20080911
MhgFoTE4oUhmbHS3oJpDW2egmRE5JqdeG6t/80FYLPU=,5,32,female,9,20090224
RFv/1/SvaIA1O7rQST6To2UW98jrdHkw+nB4H+WPn7g=,1,0,,3,20130127
QvtEMF1F7VtuYr5wz3sfU0P7352QEeacyTe1xWhndko=,1,0,,7,20110920
RCDUWZBWY0VTqctBPwkcFqhqUw0a2feRLtstABamv64=,1,0,,7,20110926
ReL/OedeKyhZL3Hob1goiP/DKdMyC3TUnOE77ihqJpI=,14,37,male,9,20090328
KxY+N9kYXprZB9NAuQVpmqB8wjJVb/VWZrkMQ7s41Yc=,1,0,,7,20141225
MvCX1DATudk9uzfglZ9rKgFWe7kDjtJvbb0erbyG068=,1,0,,7,20150102
SkjiLfOGxBofkhnIi5lTaA4x19koyXDuJ1+OWmVX5g8=,4,25,male,9,20110124
JpkhRbCrGYTb4JQRxHQ0HpI9kwPmYHauRJdK4kZ2qnA=,5,28,female,9,20110321
V2hAaAQnNQ50G5QkhFtEQw8MCUf7pDSY0aJLeie0KPI=,6,26,female,3,20120115
TxEYj5NeTfMMlKX26xgJ/A0xexm2IQnHyNzPVlCpUcw=,1,0,,7,20120301
Lv8zYJHlSrjxmf1dOiBaIZPA9wduqCBRuKGtKYIrKEo=,1,0,,7,20120310
RqTf4K4hpVgHlTZyrQ7yIrgNnRIS7d/Ihwph2vgH/PI=,1,0,,7,20120311
M87b5IPTUW1+gSnMkpzOXyYhvzVpTQCEKxFdLV757G0=,13,31,female,9,20110711
Tw0Un5jFnsaTn7Eke4JigwyYPsVgp8TuYh/qfgP8ZBY=,4,29,male,9,20110729
TGiajhF63rPsST8JfAKIsYNhFzVM3nyQEZDFWJ4BEeQ=,1,0,,7,20150220
QHFKFbkcpp5n95EPxbxVv7kLYNMS2940j9dMGc6y5wY=,15,57,,3,20140524
Qr3amC0Y2jPK3iSoBGM2bYSbQvO90SzZ25wsDnDnXTU=,13,32,male,9,20040717
Rjb8U5PpDCTz/WCBEpbzjDd3Yj3Ulwfu66PbqcbCUhc=,4,50,female,9,20050921
PcXrU9dnRaY9q5HY3rf/PyA4cZ6m7l+owothueJInFY=,15,41,female,9,20051102
SeJ/uDK/5cI8yZz9I+UWPCkcMyQQ2MLtvwUpqLMu1Ng=,13,34,male,9,20051111
OYWLiVB5TaAjCZqchDs8Go1lGngDtc60WrmWiLYDsmw=,4,31,female,9,20090525
NX8mmkYHb7GddbAScCHXjdrtGVC7nl/+82EZKnldS0s=,22,37,female,9,20081116
MKLlH0YW5B5eOSubP4r8GzaTw5Ae8bnDsvhqidGlhkU=,5,37,male,9,20090525
NVWH6q3j91rsE7UNnQfzopNWEIr7L9JKXVzt+UgOMD0=,6,24,male,9,20090117
Mq5aBSVzxK1Zf/AkcvAkRiwKgrqj9Jo17uvh/RR4kEg=,13,24,male,3,20120220
Nv3BWXRTXtEU6e/MQueMVEZhrFwwbNZEKQm9LEpjuU8=,1,0,,7,20140703
Nga5nF+msgegVt6JfPTKHhJUPCczz2MPVSO2qR2K308=,4,32,male,9,20110524
NpDy2vNEFSjg5C3kLV5F58PEyFs6RsEORbPclfpWDkg=,1,0,,7,20141205
RSWgR0LLl6mbZ2SrCq0bDgXw/iwkP/QudI4/ZhOy9cM=,5,32,male,9,20090313
LvDrVfITSZnduhUOqw8PVafB2hnYwm2NdwAMcaLmJ68=,5,37,male,9,20070919
UsZU8kmV+nVF9jF0rikYyjJgyt6DBEQLvpXg2vaRnAU=,1,0,,7,20130630
N9284001gD6jETipSzAWx9pyb/rXmFPO1Dq+IEWlf4Q=,1,0,,7,20140619
ONn1lfRt7ugYkxrSVjiW04vPl3uaMdJAIvTlYQyIr9E=,13,21,male,3,20140620
TA64ty2oUlHaCMGJ4hXVp5j7AjwIp6AEtxMSpAw5L6w=,1,0,,7,20131223
OYqc0ZttvGrJVtBAWdsowFgk4GTnzAZj7VvlhHTO8nA=,15,29,male,3,20141024
QEhRcTrJjof+8SwVcqzze3rtUpRQfu6eOb0D511ICuY=,12,0,,9,20120308
SiVNy4AEMO/QtsEc9FxZGygY0ziufYHrbWfTom2Q4+Q=,13,44,female,9,20071221
PZWBkhtcgQwqbvbqtZEL+Wd6rKC8XCedUJyJl5wMnB8=,13,39,female,9,20050309
S4OhGFmthnZmRmNHyEByb0Hb/2NmV67So8/M0+22tvM=,13,0,,9,20140510
R3zEJo/145oP+DOJb86wO2nHRuyHqK9A6KvazMkeQYY=,14,23,male,9,20100910
NKj6ToVmQWhF4VBZgz0XS+JlWBRV6+PfCrTUijY6yX0=,15,29,male,9,20040814
U0AWedTdaeF20W3qS6PDBpaPNDHdTqB2efNPPe/0+kQ=,13,29,male,9,20060629
Mc+kAAzeWOhJzQefB99614rDctWRK71JBTjavy1q44w=,4,29,female,9,20070209
S/sraexH6YaK+PeCePl/TqX5WPfhysCCCAj/xL0UUf0=,15,26,male,9,20120823
N8J3Q3E8bTy01McDW70I2viFoHcIrm2noouyh9iyBD8=,5,23,male,4,20151115
SRVelMAC8wZ9av09mwZM9muf8b/HDrwgr8PLvqJJyW8=,4,25,male,3,20120919
NcPDg1FZKXmwZFBFYNuF/aqyw7fWjUuGypeGCoDg768=,5,33,male,3,20160228
LUAYjHUTI84/iD9Fosd3V3HNuYAM4vxAIwfREKcMjDQ=,1,0,,7,20151021
SwdbQYOQWhUBPTJLBjWcywAulgnWZ0WssdUD5boJGWM=,13,25,female,9,20151025
Rh59+CxBRclJIDfMv520V84hfevpzITrCYg7/zBcMHQ=,11,22,male,9,20100303
RaElXjWsU05l6qNffFeu9NN50Vr9XGSCRwJCu2tfzBE=,13,28,male,3,20130908
P+kG/ZvS6+P4HaMiKtKwazOaAAXQO2x83ZMdMKxGlIM=,5,23,male,3,20130114
S2m0jPRxkvZb4MdAn6I+c/Ujq6s7Ie5dHepY7sJcWLM=,22,42,female,9,20050726
QsnK/lAZIT0T/fV8YZD9szQeDJziN+apw62yzfEUgzw=,21,28,female,9,20110528
THVJPw7qt/ZHd9s+AQgVrML4quX7jQG5Zyw0hSq/9pQ=,13,25,female,3,20140216
OQUypIXX2Fj1rhnDmFtck8+1DNOoZjOJpXqZ7EjTmF0=,13,28,male,3,20120729
T4UHUS9I9n0ekJrSJEe01vxRz+I5xxsNwUMsqNa0KAg=,14,28,male,9,20051126
OGh+Cw1MZxvYEiz0F/z8PdNc1Xv48ogs9qd75QQ8h58=,9,25,female,9,20111226
JrbNB62P+Jmt4kaShtNX63o5Gav2AkW9B1nC3o8zvDs=,15,21,female,3,20120101
KX6hE0vJxlmkDIVn4bcMkQ1eui+qF0CBEHPNHCVJNL8=,1,0,,7,20140707
NqCxqTGhhSmEuMabBHqcY6lb7g1tvpawNl1fz598CFM=,15,31,male,3,20150602
PAwzPz6Gs53pJEshTwrih7sgGKKH8QASusCS9NHbx30=,1,0,,7,20150629
PUeUXLGMlgypKlfrxzljXMJssi8Vq2qCKitMx0VeSCg=,11,0,,9,20140727
SGljATOAxAhuYDe+xVL7msRVbFc4NlLqoBGZU9lxKCc=,9,25,male,9,20061105
SqYmdoM9B9tOK0aHfsHt1BnHehgCKznhfp7+gxrtgLE=,5,37,female,9,20100420
KXY/smHIytjEihOB1CJTIc7SMD1UBg9p1nHRnA1geOw=,1,0,,7,20160607
P7/udXNGAp7t/pL/TABrfQT7R98yeG+MWbJ2CxUIYMI=,4,33,female,9,20120330
LlwtISwg6Zbb0vtZHGs9J5Dgvv16l7kzdA/EzcjhsiU=,15,0,,9,20121015
PxvcLrYMybOZAw4aCk3nBfViTzbfY/nq38bOucKDodc=,13,20,male,9,20121021
TNGXDE0R7KsPPGLkQ5a/pUKrv5jI7tP41ogZKMmiLXI=,22,21,male,3,20121212
LLZNnASC8FvXh/oQRVWzMzFlaacNvQ+NOOCJ8JAXCw4=,13,33,male,9,20070706
U8NN+EQbXp2Zl1dSmQIcMxqWpYV9gRMpuAv/ORJB+m8=,1,0,,7,20100917
Ma/w6zjGhyHpLocwI0RArhZ0IU7aEEvddqkD74u9GyU=,1,0,,7,20101102
RDOCnmjyfjTiY2FpKHe+TT5bv334jFYkOLrb5OPuokg=,5,31,female,9,20130731
Ro5CEZDfmwYRYFeIQy8ZKLgE0xkE654Za0TjWp5BSsk=,1,0,,7,20120409
UNSEnjklkmHV8WktI8nze/TGrlm9SpjER1JmFQM+Skw=,13,24,female,9,20070622
QHKfR7U1jHg547IoJPzo5zLIJNKwiqk9B3Rr5XLRNxY=,17,41,female,9,20070922
RCOwsbsCpE5OLhYgj4bdJB7MgX6A/pSxIoAhJjgykI4=,4,29,,7,20110916
M6/cG2bD2Yj4VmSxIwNgZ2rJV0KWYfuNPk277jDiC2E=,5,17,male,3,20150227
Tvm5lQjNYouB6ukEvHOQ2Vows/30dZkyZWBVn8Gh+OA=,18,59,male,9,20100512
K84Xbly0I9xTXHjP0wZaIjkPhsz3zVghPu77hk6fJew=,1,0,,7,20130705
Rz6czwFWw7TEM8ep9uCXp47N3AOh7GbQF3r5DutbjqE=,4,30,male,3,20130709
RmdVuxxwQpulIOZkQY4GW9jmc3rmz7/xAJ6/aeRB8Ls=,22,29,male,7,20140718
NmMPbsSzKZiUdBRELjAxFjheccjdvsItoG+9d4yORWU=,13,18,,9,20150609
ULQwmfeeFORExN2gzRo9Qbgii7X8E1Iy230rud/dMTE=,15,33,male,3,20120530
SOJzFNo1Moeh624BXGewDN+ZubuShoIateD/Q/3B4vo=,15,21,female,9,20150314
UaVmMtGjaV8dCS+OUyJRI0QtsMiZ27hAkUf9Su4sa78=,1,0,,7,20140623
QtQcehBH9SUUB+bcr60OJFsQVO7OmWY+/auXn6Fz00E=,14,35,male,9,20150222
QcH6KhGVNAnwTmY86Dir5ELlDvcm6yc43Wjs6wVbMmc=,14,26,female,7,20111013
P1YSVBluQMa4/hJNZGufas4t++jvvqZ8S56rQlRvZqc=,13,34,female,9,20070721
Sh7G0qNHwzJRUBjh82sG9WL2mqs79SvNlohzrm2Lpa0=,15,45,female,7,20110330
UMf8dbPliHzpQTPmj/B7QsSzrqh3V0gpqCcv/mRX0sg=,1,0,,3,20131008
Sf527FK4Kq5IGrK0U4OUdwfYPXrsiZCsmOX3wpY5D2c=,1,0,,7,20131020
OXboS/9UmkAWvENu/UbW17cZcKRzff73PIvkbY4HtgE=,1,0,,3,20131023
V8V6ZXf+1HIYTqs3UXcZTbZF4aR3w7hOimrQfpP49Wo=,12,61,female,9,20100211
TNCAA9+gV0TQNOh4gowv8tGx+uBApezE71nyhuCjzs8=,1,0,,9,20150516
Px+X5659Tu1upQJ1tp9B71yfn+kW9/5uTc9z+Lp55hQ=,4,20,female,9,20080128
KLn0Fr1ExGO7gAYGLrQ+u6svoYIvdX43cfw006/7hSs=,13,27,female,7,20120902
RmWfEaz3K8YqqvobhVH3xbAf91DNwe+E/QhPydnZXwE=,13,26,female,9,20080104
S2393FvtTX7LCeioxJn33emza/T8l96YXwrkSgj5zKk=,1,0,,7,20121205
OlcwpLRiC0lGTOR/3UW5zv6PkKL06PaYrcTlLNSdYBU=,4,30,male,7,20110427
MxydVup/gZB5vE8f+fgHDnoNzX4JqxqjvwNQ+InPYJI=,1,0,,7,20110429
NLGgyaGrKrb5xSvAMTcRK3hgfcVvhpL48lTiH2l4Nxo=,12,35,,7,20130714
R3yUILSrEF8B7UaHvmwDYDJLa9b4UQf3xSslyHbj6ow=,1,0,,7,20130821
RKuJ+L+Ekj+1PytxTBgI0V05kTT3/po/c4Haohi1LiY=,15,0,,7,20120202
Szd6DazsL0qKCpxnzkHxGg+TxpR7LRwuXd9N3U9YogY=,1,0,,9,20120312
Spyj2LguEodDBH6ffH9uXW/qR1lj9cterAdzt3DFHAY=,5,0,,9,20120504
RsVU3YzwMOVTNvZF2WT3IXrr8h5j0rNHW02UsBYnzo4=,8,34,male,3,20120505
Rkc3uX/Tv3iJurKchglTY94d0JarErENqgWoWRSrmLY=,14,41,male,9,20071115
MLW5jCwkRyEWJhcxonbMQ2E8ghtVw5feECjOWSdyaWs=,13,23,female,9,20130712
RTE/zV3g/OfQFiYrHmscMKfQ0g5g83j4VOw1SQP45w0=,5,20,female,4,20160416
S5xN6g2iQ+KG3o/4amSQl8Fb8kav7l6HCmUc5USQevE=,22,41,female,9,20080625
QvfQHvzqjc3H2sCYeVHmXbrChvRMqKQxoDi8+Bwt+pM=,14,39,female,9,20080710
UZrbocK/dwZLS3WVkboFxa/CoePXCs8XXgpnyuQd7PY=,5,51,female,9,20081212
TiOhQwnumQ4N0cEFN2HPKHINl6/JXxPH5PLDFhdERI8=,17,57,male,3,20150320
LHyb/08RLB3qBzB53qHxMWYD4nh04/Lte8Z28w7mVTQ=,1,0,,9,20160501
P23qOA7UEcWZKF6l4fgcve4pIVh6z9umR3ao1AjND7w=,1,0,,7,20131022
PU2jdthb9YRfsYly7pQBYnTDHrGtSt5JeXDuInVWBVg=,6,0,,3,20130924
SYZOF/qw877tr8cht5yXgtZxP36KFOY3umxmNmoPGHw=,13,0,,4,20160707
Pfpouitdq2FinN1QkdQJBULwVmhg/mbCc7Jxmyp4Ndw=,13,36,female,9,20091227
Pnn8bsLVq75vapNaxBMGUrb3g1x77LuqgOsnbZoPDLU=,13,18,female,3,20141011
QEJAiXZJKCpOe85ZuGJSm32ItwfBuIcbDzUgbsH3Glw=,1,0,male,4,20151230
SLIkSa1psEN6vvjy37ki6K4b5FiwhQeKrdv+JcD6DCc=,1,0,,7,20101130
KKbUCDipHDGbohTPcjXlvCuytCOA60aYSWze0aJT8OE=,1,0,,4,20151209
TyjqlBZ+CNQpqUnltaOkl0czqAlcuOe3svln298pkDc=,9,31,female,9,20070816
SMNOKmacg9xU4tjVoAKhKPzasudmaaXk+RmGB+p7wb8=,10,25,female,3,20130719
NMV09fJtCbUgbIOaAdRpzOj14zadp+bLZK4W6sCCn7w=,1,0,,7,20130820
RZFqfyUD2LdVgA9kTUlSrsIN5Tdir0AELb5bQ6nqjtA=,13,25,male,9,20141124
Tyl0+/U2KYE2NP7BLpdhuIejXndeMBwRWF11xX2O16U=,22,33,male,9,20071229
JyNUN5BXQ1iKfPcHPfbOKgearwdaHKZtcqIL1UqisII=,4,62,male,9,20141123
KYI/+W2IDTp+QmnT2d3hYwqyNHbANTCVZmv0S2G6DQQ=,5,23,male,9,20090913
OMMFeUHEIXqgbeJPofi0NhoKd4NF/vLeoBQzql7hEuI=,1,0,,7,20110610
Uv1xUDZMSpVzajTqJ0BKuFUeSYeh/ogrhLXCJL6vLzE=,14,43,female,3,20120412
R2R3O/yq2/1HC2/TfW28L+lNwq+++sYyd6H55OM4hCA=,11,23,female,3,20120923
QTL4DDtBRumBS6BV5SxaZFUTYGgbpym05RfgvizmCTU=,1,0,,7,20130101
LF4PUVeN/3D+1Rvdyrt1JkRIWYaBCt4bAzyIqE99dPo=,5,21,,3,20130114
U214dUJ/cGpnWFBq0xt/GLbCzqWFiYvvokfwg4/xbqE=,14,34,female,9,20080206
N+ZgVRwSGix5LdSXaWddwVNld+4HMEnx9jacq2dlEFQ=,5,0,,3,20130119
PccUsi8knj1FtftuhFd13wQPY8SEbWVLjuyg28IDeGQ=,5,30,female,3,20130216
U21TJZqx+90gezdPZpjNUQbAWtS31iYbh0Bj1NGKiug=,18,21,male,3,20140709
LLlni+BAvfoxIXASK4EJE8VCmFfPJpN0hnf0piDtoCA=,13,37,male,9,20080826
U7NfO7efxbw9UqmvRksoOgoJJen7xoIKM3rUXf7Ke1w=,1,0,,7,20100905
