msno,city,bd,gender,registered_via,days,season
twUUiO2QRB+21cLB9tbyGXwZTTSGAQn7qJFgxaPtZPM=,14,34.0,male,9,2,3
KA5dMRsM07XXxKpfhxTlwV1yfBr6YTYTeG1/HoHT2oE=,13,29.0,male,9,3,2
C9n3JwZ5/JkrHCYk4u6lMnoZMJlfh7DAOfj6IORqeW8=,15,29.0,female,9,1,2
RqBHYf6J56aTFkBUucKP71UtAjqbNXsRZYRx2crCT8A=,5,26.0,male,3,2,3
sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,21,17.0,male,4,2,2
+CwCriSDGncJvw4omOieWsm28+84IvfyKrm58ZWtLiI=,1,,,7,2,1
g/egsE4n5m+9CoNkfX4xfwy3ethLKMJT7pWmN98u/CU=,13,24.0,male,9,3,2
jt44be6zT8nABfr9ihJ9045a2hYXFOWPT978z+LIcxI=,1,,,7,2,2
e+LiWfqEr285Uo6E6JsdJjRUQ8ABSlyoKnl0G+ibJwc=,1,,,7,3,2
sYNDPzx8ObW+3b6rzosEkpPPrDFfK6D5f42s7CmsWwY=,5,26.0,male,9,2,2
S6TEdV4YBe7oVa1ZBz81fBuTHjyo4CqPvugr4Fve0ns=,3,22.0,male,9,2,3
nUiYMBsiB/HaDWMF20ebBeWtw3xwoWrIGuFWa/J/Adc=,13,36.0,male,9,2,4
fdGKcCgDcdl/Fzl5+EWLRFcQUp4JHTDlFfJWxJS1r5E=,4,26.0,female,9,2,2
Uy9xB7IJdiKanPwFv+W3yzsvkuq3xruzhSwxvWpYwno=,4,28.0,female,9,3,4
tu+l5cn14wv2YAwWTi5m6I2UEinJ02JC/VOjsGIAsBk=,5,29.0,male,7,1,1
2q9d6fVIQE8CkA3OnS9OW29yET6lQ9myLRgyefu++V8=,14,20.0,male,9,1,4
iixYePgL1gwy3mmqXhsmwJ+40RbNwogj9yJaps8V/xE=,6,23.0,female,3,2,3
plPed6D0Dv6tMv2lotp/jeJ58iQysMb9WOJ4GnSwHi0=,1,,,7,2,1
8EwpClG0IAeIaGkc4TfBxUXsYoKHTuzJ+XudIBvtl+4=,1,,,7,1,4
+ryV6UjrYCbiXwwkwpm7H/420sMQT1EVI/gf2wL/B2o=,6,25.0,female,3,3,3
ytjopIo4mf7LmN0S1aOgyC8pISx0VqmKAg7JPyUanQQ=,22,27.0,male,3,1,1
7rxO4Fu/SjYIA/LvX+sByODoG4TIqjIkVrXhUTesk0s=,1,,,7,2,1
6tvfqRouAjngrEUGfA9c/5AQ/jz8IJqUt8MVIuzBSPk=,15,18.0,female,9,2,4
vfxOGZHHyjN6HGPKM3rv8WTpL8h0606N6TetQWI5HVM=,5,35.0,female,9,1,1
BT7vollr4ycI5KK9LFuHFwvwpiFlUZ03UyuLxu81kKM=,1,,,7,2,1
w3MtQtasflRgmsEDadqO5TfvZO4pl4olMdam4A3jHjk=,1,,,7,3,1
5UIz3mtXsOrACupnnV1P1w3g1nu/20p4gDWvLOPfFK0=,22,23.0,male,9,2,1
aajZp+ZWW6sUCwupc7HxKYIAkKf2EwG/S8dTazXspOk=,1,,,7,3,4
ua+TjzYBp5VP8lOUH31MzhplS/TatvjAXdv40RFT2r4=,1,,,9,2,1
ZmG8wRXnM4BcVZycPzm34RUrV6DIuUoeTsAcRw8ZS7I=,1,,,7,3,2
lbTe80UUCZCWjzIV+7jMH3/KvQnT7koDMnJ+xthUsbk=,1,,,7,3,3
csJxjv6B4q2lHO5xTK4yPG4pLFEau8eZLOK//CtKLdA=,13,,,3,1,3
CCnurs3pc6KkrtfSre9xcZWNSdoFP6BvgT8T+yW8//M=,1,19.0,,3,3,3
yFNylPlUNu7rJrkt1sAR0ZzvYjP+0qC9wphydlsarQQ=,15,16.0,female,9,3,4
v5i6eLreF698YhLTxRzwqUFxtx1p1kZ74Ew26SlIL5w=,4,,male,7,2,2
7aQSYm+qmqzX5QYphjaKKLr/SRVYJjw7OZap8ozsCs0=,14,30.0,female,7,1,4
KAOzmV+YolmFnvTTLQbDs3SXcgSqZb5pOJKASESRHD0=,18,17.0,female,4,2,4
tNCK878n3QsguW89dSmYOUOt++9vhZA28MSggVclvsc=,1,,,7,2,1
EAX6yQSpvV9DhLZlwlxLoD7V4l0M18TespJT1fgqZ8E=,14,28.0,male,9,2,2
f/Two7laelwIWo566prI5M+RpieXVtxQqWVF8OSvJiw=,1,,,4,3,1
jbLBs9SQNjrQKrutZfO6ilsUQPWx831U9d+/79+iPWI=,13,19.0,male,9,3,3
1hju9xRfgOpNV3GIxt28vvE6n7S9L+5sCtQdQK71Tk4=,13,21.0,female,9,3,4
rTNfHOcZ7NnNGlz4EDfjcZlaIkOjx7BiKo8lbKSySW0=,22,22.0,female,9,1,2
LEegyDHpit60k9Y8+sJsnlOUMQ8O9pjm7IMVnm708XU=,1,,,7,2,4
L65TNu+7EM/AWbAUJ+p6jMW87fCY8MD+MAzhfMCOpAI=,12,25.0,male,9,2,2
HxwvIQ52OVBpWDIHCEpyaDQD4rsu9OlwrVU2N7UM+rQ=,5,44.0,female,9,1,3
Bz5XmeC8JzqQACg1oJmYtiIUXME39I+i1lfowE7K6mA=,1,16.0,,4,2,1
xJMZC9f1x2Uu4iYdY4r7Qc0VWbt0W7ys9YjYnEwCYSA=,1,,,4,2,1
6Kf0CjujAtR77MAHjJvlqXLem0q5I9C249uJVBDMnio=,6,31.0,male,3,2,3
I/a6+AR/NLHwQaCyb0xeSf7RLPUhYR9VL30gQeKHbJk=,1,,,7,2,1
cYCafpYuRIxb2Rh535hmrYCGN5zOw0PRxxNQdLWIN8g=,5,19.0,male,4,2,3
j632IXPrnE4F5AYbtrgiZvnTqWLbvFLkaviiaGMcGXQ=,15,17.0,male,7,2,1
LX3IfP0HWk2Vbnznt5Tvs6752jkWyQtSJ0WahFUdjlk=,1,,,7,3,1
ZXng+tzHEvyqo5s12qDKWQjVoY6iY8uNvjzbq34XuRQ=,15,37.0,female,4,1,1
jzEblT5fjmvpU4KjacAv3lpCvvMJrtpthCMjB/PwFww=,1,,,7,1,1
xJsJ0jEYZv/CVgdGdmHI0EiYn1V/LNJ6XsNai28DSUc=,15,,male,7,3,3
OHEBbd0v6ijzoDhCYxLPLmqj6qWC0a6uCMhlJVLuYj4=,6,24.0,male,9,3,3
W3erPopDaL1P8p+617tlaVZEEqg81mtztoWDzdhSW6k=,1,,,7,3,3
OOxfyStBBX0/po+wqqbFjVQeiCh8CDfT9/wpfiCBYgg=,1,19.0,,3,3,3
UFAjuFrIhtY4xQEE3KiVXb7Yim9f29m1S3tUE6vYYOU=,5,22.0,female,3,1,2
ugeHJbO4VlJehnNbfgVdxdITe0Q8joRhAWo/A+aynMQ=,14,22.0,female,3,2,2
cELoXKBKHNJQKi8W1ApN+sZBIRGLYK1g9E5jDhSWaTs=,1,,,7,1,2
MaCnM6d8cjv605fZqfhzucf1qooJUZd/HszaJerNczE=,5,29.0,female,9,3,4
e2wa0VAmRyjoBG4sKXfzWNlodhmWz3r9RRJ/CYxTwzI=,1,,,7,3,3
WgaX2j12FtjRQ33pLiFyw1Oq3v7numLILZUCi/AKgpQ=,5,,,4,2,4
a0MhdlLc0YEgo6UwEHC5aaG/JdIrN/5tNak7J2mu6Cc=,5,35.0,female,3,3,4
7nUCijE+sXX6M0TxMWbiKK/fll6PGfjRYjg27uNLHxg=,5,22.0,,9,2,2
n7gXmZk3j/O04k0Qk+9uktHqpNgBOIJJveeCtBWlSZg=,4,41.0,female,9,1,1
Z7aVTsDCN6189Tf7L4CWw9jXa+1M4PJlJeYfi9SaI9o=,1,,,7,1,4
w/DPoGdBjwg/H54y0+OE52Fs2buGNtmFN9FSeDhrbWM=,1,,,7,1,1
LAxbAmuYe5zu7Dx+Db8Pu5a9uneKDrjDGewv+6AcTcM=,4,25.0,male,4,1,1
nuHlwUir6aziyVNu7NUh/E0irVXaIVxXH+oB9Et4GIs=,15,35.0,male,7,2,4
kc+N4Iy62SH8XSgvG2EQaZB+uLX6OvkkkVHnGgbyUK4=,22,33.0,male,9,1,1
iDRQIvK8SfQzX8lMxcvKBQCEzUYYWXKbSoOMf9N0vIk=,4,34.0,male,9,1,2
vOZ5L3AXIrTdS9L43GNhAkwy2mLq59tOsjknsWLgCn8=,1,20.0,,3,2,2
iA7npSeJ1ujLkQQE+Z6OSBcX0KJzjor1gJh8S/YJJxI=,1,,,7,2,4
f3Ng/k8LZZMs9o7ol/cZn51t4UKjdwZIpWE9zmL+qMc=,1,,,7,3,4
fkySnqrWDGl/fIZQ+4IrkwCZxOmsIZ0sHvYRLC5SF78=,1,,,7,1,3
P1AqjLwr2rBmgzp6ZmXcAYtMc+X4xZ7lP+nTumFdg6Y=,12,28.0,female,7,1,3
p28trE2OsX3akFvGLn/hF9A75bPqZ4Jt0zSQGqCiUEs=,15,24.0,male,9,2,3
8wRj8lP3mh+K9P5ngadKnWWGC3IyerXn/yqqaPZ9ifg=,4,36.0,female,9,1,4
HleR1qgE9uxlXD+JGiGQbRO/W3UwApfvD+KbDZ6EeOE=,1,,,7,1,4
YEWsfFOeGyBk9SHtSCc7mNRdMUciqB/1812kilkTAkA=,13,,,9,1,2
Cs39+1O50JoFXk1nrIrlrXHhLWwN7mF2dyX+W+xD74c=,15,,,9,3,1
yhwy+mSP0bcsEp4Op0XEDlfySob03tH3EEXQNUY89UY=,4,33.0,male,3,3,1
lVrHqnaVi+dhkS+L7wI+1lyKTMxN5A+RCxn3wisA6Lk=,4,40.0,male,9,3,2
QdHffidmbmQZY4OExNb5vFqmxlON+UHywnQvB7BLBHs=,5,26.0,female,3,3,1
x4lHqnfiW1nRsSETRcqEzm93xog/rxF5ElllnQ3Q14E=,1,,,7,3,1
NmNQcUW7l9q9JZH5u5aNNkHk2ZZtmwGIvrfcoGPwSS4=,12,21.0,male,4,3,1
470MpovFpKXFeykTJGWHS8FopYil6W9IpD9NzWpQGDM=,5,38.0,female,9,2,3
r2DU4qik7DPgrvd6/lCi/VSVLfTlyimUJAEgtVCWIb0=,1,,,7,1,2
Wr22CUNp9O3Rv6NH0ZAALPHBWAwfbNMp61da5hJqM3c=,4,22.0,male,3,2,2
MNVyfW9L0UqSowCH4YaTYICprQCVluD7Rox0KDXpF+k=,1,,,7,3,1
LD40rtnj4sszMCswwMrPx5QyUl7uYHUyWXirVorLTh4=,5,35.0,male,9,1,1
zMcvq0+AJ4tSq+58ZfEO014lq+KmXX0JVoF1stDwbGU=,14,27.0,female,9,3,2
wgAI9xnyZcuWn5iucYlp5/mWYMn1sErEW9023rmL0M8=,18,46.0,female,9,2,2
ryzGPt7LaVQ2H4/w26RD0+8TDciaeYf5EB3N8gm3mk4=,13,,,3,1,2
XV+9T/7JGHAemLLd6UTJR2GC9KWEWWK6Il598poRrzc=,12,26.0,female,9,1,2
oX0i/VWgRH8wQpTJdNCTvZ7Xr240lSnIDf0Q4+2xhJQ=,1,,,3,2,1
Jz2cXwA3LT0zTM39pMcwULOn8Bzp/ZGxBR6ZFl34XLE=,14,40.0,male,9,2,2
J4J16n+aGq3hq5zAThRa9h1m6lzoHq6VagNGyIlO+To=,17,22.0,male,7,3,4
HYJqWBDDLtyVMFPNIy3BDPO8aGq+4+9r3uYUdDEg9Gw=,6,19.0,female,3,1,4
RmB9Uf/Jk95pJN+Awmx8MsT4m4lLd0G+x1W7TOZFG6Y=,15,24.0,female,7,1,3
uZxF00c4nD7BjJA3udm8cXPOw9xZk4P06BLKcBvD6TU=,5,29.0,female,7,2,2
1qON5x05Y7tv0WPISvhp6ZhfJUbfEOnJXbiYin9QZC8=,1,,,7,3,4
9YnDxfxrCZxcC0RLecv6UuuKV/vVCV4XxesERcilU5w=,1,,,7,2,4
hfcLnlz2bJSGtighsIe9zmUU1c4oTWs0gM0qD0CF3vo=,13,28.0,male,9,2,4
qRqk9IgFtE0nGXykpmoxlaXDpRVINt6m4pJqIGX36Qc=,1,,,7,1,1
qgkkR/hGLE8GqxEH+8zhbGr9uSpUTrp2GCGa6Az7WO8=,22,,,7,1,3
RybyVLX5ZSfDmiVepqrOXXTn9JrTY8/y4UwjPRWC218=,1,,,7,2,4
manV2Zdt95RkEbACO7VkGJlETFp55PpmyWL05lrYYgQ=,5,,,9,3,2
yvKyMWgaQsN8JsTbGcgbNlDas7oKV7ODLMJLuppR338=,1,,,7,1,3
wm4oiaIcMBCEO6GNzboPGYMT+mYnM8KWgwFpbYAGyFY=,5,21.0,female,7,1,4
LPMXkSwiZM7L/UiCHogPnpwXLY/XC1QKPz3Kv7vMfoE=,1,,,7,3,4
a2H44QmA3p/2U2nnAKAsnLXYdAwERGZrxoLSDtCgY1c=,10,37.0,male,9,2,4
ai+0mKVnhmFXTvXZUee+4DltIivpk9d4FV98LxCor/I=,13,19.0,male,9,1,2
XxjukkIuUkC9Z8aHtVP5Cs8irHPvOfdgGi3+Iga6eCo=,1,,,7,2,3
UggfYTyuirogC6UwwCAs+W+IGR0IPiSrPJNA5qAr99w=,22,23.0,female,9,1,1
sCapIG+7rYtr5bL0133AtS/miclBbtWZ29BvP19OYt0=,1,,,7,2,1
Gt1PljeksM6E+6659sxVJGl630in7NFHX6DzFbbrON0=,5,43.0,female,9,3,1
k1fQxYk/2Igc054/dwnlh1UJq/KW+z2/C3M58nbalT0=,8,21.0,female,3,1,1
gyf37HszKOgeNWEQdMT0VscBbZMbQ5/NQ1bEwTuJXTI=,1,,,7,1,3
JqTtW/V71R4mRJ0wat/hKBZ9pyoK7qZTt9dh4HVBvVo=,13,24.0,male,9,3,1
VRrimt6U1OJTxPzooUJvFcjbWk/082YigWR7SnGQ6qo=,13,18.0,female,9,3,2
i3QYblkmta15rMyElgqGrhcy8lHhXlVfa4qBrsGj89w=,10,47.0,male,9,2,2
MKGwbpp15fZfc4EKtW5PorgQk2d70Sz3DWhFru2Cmsg=,18,28.0,female,9,3,1
C/je3/ND9QNzgJJiOQXVPUUdweii6CvKWMK9A9NhVKc=,1,,,3,1,4
jgm9DUjSICKeBh3PSLFg8moh67NwyEKbCHXtBv7CWuM=,1,,,7,1,3
VCQnOP7bxzGnWMYVZriXzpAkYpm2D7h90DBIxci2S8c=,1,,,7,2,4
PMsxKbuejbdtT4NcWdjZbEV0+Rcz8iAF3RdfzqVjbsc=,1,,,7,2,1
mDGwIxwyHig/dl3jpn6tCzojVqQnrqTz0COOwuoNdKw=,5,42.0,male,7,3,4
5Yy6Zy9j+qVYrZpS4i4OTY/oyLwUwTbeCDBkt6qR908=,1,,,7,3,1
/WBtELe9uuFkIvLZAJ+pGxe8mP4dCgh/YyUKrL/BJZo=,1,,,9,1,1
5Fr19RbItJeIXktpL9CKRnh1XSb3cuK06/9+22aAkNg=,5,28.0,male,9,2,2
4kKvV1FERInTqQRl3zqr9FfhGuep1xYqfhi8JPA7BE4=,5,26.0,male,9,1,4
5rVFjofK2d1vDQFpQQrt0gTEuuXPzFGsoNjHtp4Hy6E=,6,22.0,female,3,1,4
oAWkmuMXzB5tpiN7abyOv8cOvZntozkWMQsbRba5x1w=,5,37.0,female,9,3,3
lDGTfWVBmErrUrsC+SlOFHv49Xb5VSgZFXnnq6/YI40=,22,22.0,male,3,3,3
GNheL1MxgVoSx6eVD4QOBFNt6+nGadX1ZEChBMJteEE=,1,,,4,2,4
XJEMj3/UiY+GEWfq+2zPK8ad24/er4IeB8p61OY4zyc=,13,22.0,female,3,2,2
LHGQfZj3oPoUgup+cmTt2C4I1V9FmVIr1lY9y5Orenc=,4,28.0,female,9,1,2
Nth9CbAHLBegyGGD+TUCiTD1I42QZq3XcVLa9MYEQf0=,22,22.0,male,3,3,3
Mz7IXORa3lCpGq5TOvLHx6WNA4lFTT+AIcd87o/Rup8=,15,24.0,female,9,1,1
FKKKceuTr9SY8c46YEMoxUeNTcQIZB7ytjEpSffGz3s=,15,33.0,female,9,2,2
BR/tE7SqhY1dVMWooPu10PbHUI1fuzTzjKIdgKx9TDI=,11,16.0,male,9,3,1
/9mf6kJx0gHVIxVDiEhUhG5iKjSgChyiE7Qx200qZac=,4,26.0,male,9,1,2
2n4RbzhhIxgZHIOFlVTisPJdSQOEHSRBxboIYxxdbW8=,13,52.0,male,9,2,1
02AUs61uhVTjfPj2AkblLXViBsUjxUDxjKPmLYy8OdY=,6,31.0,male,9,2,3
yX/5fF46sk0c/Xu9oyQepPJwB1uw8cx4CR5cxN+z8nA=,5,27.0,male,7,1,3
ganh8BoKuQcxqZ35AjtLwYRv9ILG2DVzezvqh9t8ECg=,1,,,7,1,4
8ydQUyuL1MrqI/d5zdr9fv5Tn/D4mKNtFkOy2Leg5kg=,22,24.0,male,9,1,1
ww0OlGWpdI5ZWMQuEmXi+qKnMT15EolzZvv8DIRE+X8=,8,35.0,,7,2,1
IkzXdolvLIK41x1XFN7NyFTCgqbAcGflcFnUTdQeanY=,1,,,7,1,4
6Brcj1tkb/+Hmkf3/c9CWt+KAz8PBQidrU6y8NQ7Shg=,1,,,7,1,1
R5ugGo56yHEdrzfF+/Jnsv9isTlkfq7RSeNkf8UCaz8=,13,22.0,female,3,2,1
SL5BLsjutNpcp5s3x7ewo3TliycvCSwg+UVV46JGcTA=,17,32.0,male,9,3,2
PcqI14t6RnlWCFLF4bJsKrySuUIxGIbyBx7nM47YhQU=,13,40.0,female,9,2,3
99xWAZee34et9G0bJBt82bE3v4NKYdwIw55eZGiY8P0=,22,24.0,female,9,1,3
d7+b60ybx/fhTVBN+Wj6xliD6fkenwBqjJzV4KbX8Lw=,1,,,3,3,3
BUQqLPF+GCaAArmhV616ZyNarwn1RNUjskupTsgmBp0=,1,,,4,1,4
My7RYCkesvUA/dipXubDIHy/aaXQXCXk+p7jWqVp8bQ=,1,17.0,,4,3,1
NBe+qTkYZZ2F2BDshksgpIX2MX1OtTz8fQ5dfhXCZtQ=,4,,,9,1,2
MQT46INUK0jkeshjR9LV+K84Ohlngolt3ed4bfDupEs=,1,,,7,2,3
wlXkO02eQ+gZ2lAsxObd694P3+/3wpvri9cldJbExuQ=,12,23.0,female,7,3,3
DaHla3NHlYifnzouXNZ5Obn/0sU52q1nLmfV01oPfoY=,1,,,3,1,1
aFs/VoUIaTPBkkHIiPHI3SFaepuvygV6skWps+uJfCs=,1,,,7,3,4
yxMVaNqgrTTQ793+sHOlHs2ngpC+YxbSlWR9RW2fP38=,1,,,7,2,1
luyedGat0wNlDSm85Vfyh2PszLRetgw9vvFczKKAzQc=,6,21.0,female,3,3,3
reYdmMFGV5YL/u1ilGg4EqR3VpbMRlQuFX0sB1fNKIU=,1,,,9,3,1
HFgQeMn6r278RksV3p9iRDYhqgBLLlXYmW90HX9gK5I=,1,,,7,1,1
G86dR6HFqz3D8ar/7gUNlWoKY4nBGrZCfyCYO64P5z8=,1,,,7,2,1
mT9uoC34zpoE88D5wOlC2Yw7gE2mgsWMmnszy3Y8Ge8=,1,,,7,3,1
SQbdETAhkX3njcNwibA9E3aE77BYId2rvlOVygC1IjI=,5,58.0,female,9,1,3
S/1wbAHhEQvj4KEucyDVkHKi0jCK3WAMxDuebU19gGQ=,1,,,7,2,3
gNKQTxcZH6jAhnifs5hu9Hg8Ls+JE7BK2Wu6D7Pdww0=,1,,,3,1,2
DuN/E4TCOgeHcJUPWcl8vEWBnmAYSFh+q3lbZNT625A=,1,,,4,3,2
ICvI0T36YHQrm+talTKrk+eoguaUu/1ITO3nSRdevKI=,13,29.0,female,3,3,4
Z8UO1R0quICdBiF+gltunrnYn4lincbjcm7RTMx0WZs=,1,,,4,1,1
BH2BpL8/mHXSOOCWWl7NNutoEix37xdvLyqfFHnDT5E=,4,24.0,male,3,3,1
Esbm+1OgvTvp5CDPMrFTRY8mHHfqmcmerEb8u/Zv2Qc=,4,33.0,female,7,2,3
duK/zZkTJSxDrSh265+uKM8zo52oUxvhvO52WpqwAo4=,13,,,9,3,3
+/w1UrZwyka4C9oNH3+Q8fUf3fD8R3EwWrx57ODIsqk=,4,20.0,female,3,2,2
MHqnU9a8hcUTL32ls91+Wo6i3jEO0kZU1Pni1j+PJPk=,7,34.0,male,9,3,4
kc+W54TA34goNmX2+GIGRFAZ7S3wd0cCUQsTzW0cFrk=,1,,,7,2,1
ETL1+xl3ioRuJcio+7aYFbIntg8hnlOM0ht+xOcm15k=,5,19.0,male,3,2,1
I+Cnq9nJRVoWNeoOo+HnFuH8DXQwP9iG1naHf8mG7ig=,5,17.0,male,7,1,3
sgaZSfZdD0OZm/8wb7rqzeZkxr3F6fv0/lq3qYkhleY=,1,,,7,2,3
YAYT9w6opdWw0su73znWU5CTCMdydOeh7SYlplDETzM=,5,23.0,female,7,1,2
Pqjt7SxL7Q3lod2Cv4F3aZXTkK1Ua++Xrmv/pqiJh6c=,12,26.0,male,9,3,3
XLA7gbipWRLGtMLY/yfOMWBaaNcm682ch7H5Cx1r+Yg=,1,,,7,2,1
fxiTMYaXVIIP2yTxF1jurgKDyUTgRb9DwMq/z9lrRZo=,13,41.0,male,9,1,1
W8QyEAT8RHYQWH+26LYJsDfgMqS3o/j4HESMoEutMnY=,13,33.0,male,9,2,4
7vT39gseijBA+n73989T3efMBUq2UzILcNUqIL0tVAQ=,1,,,4,2,1
xO6la+Rfo15MQ36cYQVd/crbCRLqi/uExH3SivNCMWo=,1,,,7,2,3
Tkt4k3x9gPcp5KQXLgdZR9rQzxZZ0ChpnOetGn2pPuI=,1,,,4,1,1
SBj/Pwz46efIqcl16i1/38hVAJLAq2Mecben+2ZK5ws=,13,20.0,female,9,1,3
OOq0v9pQESpgYwV7cEOM7btOYm73sT6Rr9mOa75IHp8=,13,36.0,male,9,2,3
y+FgJYZfrJVeOWepwkexvseQiPAIeAot5Oru5HSBids=,13,28.0,male,9,2,2
ZaYNDMmu/epxhYsS0lyNX1+cTCfnAPgSeebiEmWSgrs=,1,,,9,1,3
cZW6nUsYtqH9c3LnSRpZHFViryQHyFyzfdYs/WENj0s=,1,,,3,3,1
dKUYOM+PZpm/V5GEygqqIlTsUhFH5bxsGCuRv/GrObU=,13,31.0,female,9,3,3
mVqhmdwwg8fBbwkNVrzKxKxjD4v9MuTIwdK49O6Kktk=,15,30.0,female,9,1,2
ywib9KeUHwFQTVXlhW9ydKmr9wETNYLcDpwYCsIFgf0=,1,,,7,2,2
ewbxP3HwEz1FB/8D5u6O5oS9yFmHZEhH6KOXM1FWnnE=,13,27.0,male,3,2,1
LF4PUVeN/3D+1Rvdyrt1JkRIWYaBCt4bAzyIqE99dPo=,5,21.0,,3,2,1
rzNj8NZi7axHFBMj1K6UzaCtNvNs847WhO0xCgCxnGE=,3,57.0,female,9,1,1
oFqzv/B2oEvVtW33nmAgJFb7AyrdPG+iKY/Q54/Kf6A=,1,,,7,1,1
9XtMBmEXwn5u7I5XMbmTh7OfixYmARFisys0LBU87Dw=,1,,,4,1,2
JeboyIlotvpY1tKfbmNu6egSh+Ltmf92mcbRLYWG/n4=,13,23.0,female,9,1,3
Ec/z4rrGOLUGZw+TTo/yMOItcnNYQhXybqwAodUOPp4=,14,17.0,male,4,2,2
/j3yvm8aL0zxgw/WEN/c+YWEiOU7arvHSdmx35c3VtM=,13,,,3,3,2
JVOPz4lOa9URb8wXBTJDhpbU2WzQzXWqkmPEIDrBIsc=,4,24.0,male,9,1,3
41WVfAoM2MpHiPkvnHL3wDDEBoJiB0Qsxs4uMO0xIcI=,13,28.0,male,9,1,4
j0MufbsnBRObuzzBqGJ35AxDzCHZVnbnKP3Igz1uHVw=,14,28.0,female,7,1,4
OfGbDrPwPG4FH8z36SFikmxgz8xCPmqa+BtuTgV1LRM=,13,21.0,male,3,2,2
rUPVd3A8CF7urXVmE8xy0nhTZYFHRIEvuP6YDmayn90=,5,24.0,male,9,1,2
7rCNwMBETluk9QtCehkgf334ZiLW+RUHQ+wrllJUhuk=,1,,,3,2,4
b0z4Kq1DDp23CZoN7TkmSX+ED+ttVyj7ZkVT3G33ZH8=,15,26.0,female,9,3,3
UxRqj78RLyUgzugpodn+YswZdD0GLNEjMkWxC/V7qcQ=,7,29.0,male,9,1,4
Z3TnMLOEqyi1kpGUkitFl7KOT6eoLkvTvgSRwwgPBNs=,1,,,7,3,1
c1sHyPtEMnEPxfjIyYzPRPQZMru6Z3LyFoVw1ig0eQ0=,1,,,7,3,3
c6fxHXgVtSijBnEv5v0vBZmsw42sy4D/+PiEknnHBH4=,1,,,7,3,3
PfcAVjt7eypGcEnU3/s4spjtlQNQVPbWEU8YlRyqx2w=,1,,male,3,2,1
foHyK+fNV/3vdnR9y5nDpRfanbuaG/7SL73afXWoUxo=,4,33.0,female,9,2,2
NnHm2w/+YWVzPCikeZ8yvxJxeIA0qtb/4Y06hwSFV1A=,6,36.0,male,9,2,3
CkFixTx8DCuvWfUmjHYy0A/TbYy9XYvmM3BYty/VZ7Y=,22,27.0,male,9,3,2
zc7d8leGDjUCCww4ItMlaHwyw/Zb+/ISOWz3Dh6LFgM=,13,40.0,female,9,1,2
/5RhAzVXEjtU1SKgympOU7f1sglQ7ZD2I8D82kmmstc=,17,25.0,female,9,2,3
Zi88EoVVxmv4a3enSqrqtP4imWA+8Yr1047+GImpTFc=,5,34.0,female,4,1,1
aG38ha2kxHD/qovN7EORGh1l7O1HMH5nyzlnox8jh4M=,1,,,7,2,1
Kwb4XhRVzLbR5rozwoi0EnMi2DfQdYsKRFWCPax8RjQ=,13,16.0,female,3,2,3
hY60DJxhEy2TRRDqaE6iDbKY2WARBvuWbiHeODo/cRg=,13,15.0,female,9,1,3
avY9069nID98A/jsqmwt6R8/GU47qqQvJfVGAT4HKYU=,1,,,7,3,2
+NkL+ykwlGRNQehWsK3CUrldh2XLRNmtWvAqeMvxYHQ=,1,,,4,3,1
DH6G4r4bp19tBelcmTfcrBpUg6bLIKRMBbbRWRzsOsg=,1,17.0,female,3,1,1
EMOftCdfbGjRlPnho3U2FizgjJNwB/1XgBFwxnELfaw=,1,,,7,1,4
AxlCZaEynJODU804dqWco29/BQbx8qL05lmLDwwwAwE=,1,,,7,3,3
qg7nTEGjUcwlPdpslWCYLHNFXnEhg0SGcsbELNsH3OA=,1,,,3,1,1
c8jJ1xXGW1QlLbQTPzI0L0ZUYu1z9ov4Vm1cC8cnTuM=,10,22.0,female,7,2,1
5IXH2oF+3bZgKY0BHuH8HglAMQfdSgKGGuRdb63H6Z4=,1,,,7,1,2
XE1NiOTmuIiqZ24xWMvKBkcprDjjp4BfKiCQ7xk0ar8=,13,37.0,female,9,1,2
869VGWfT3cPX/KDryN7FFy1Ki1Tg4lXbPNA+kfwyUfY=,15,23.0,female,7,2,1
BQBnPyemx0Q09cUQoyltev5x3I+GrcFC04YoYwhVm1g=,4,28.0,female,7,3,4
Kf8dmlFp1RT8SqK9GUiBa2Xv5YHtJVLHET2U4WJk8uw=,5,28.0,male,3,1,3
W/D1onpjN8aV+xOJ7tuAREEy48778ge8GLD8CmqFE/c=,13,25.0,female,9,1,3
2nwrrl+2GFtHWk9qGksndBmgKp0MulYp0uAf0SLbv30=,1,,,7,3,1
9H4qGTdZv6pWixQj7ROeDsIlYKaNhi4CFoy2wiAmB4g=,22,30.0,male,9,3,1
9zhZFHkAxaB/6pButf6nDxAMFmkVw2qHuTPNulaeeEc=,13,20.0,male,3,3,1
fHB6pqPCAlzJ7ESg4o3gCFy6jUQ7O8qOEEskFUNbZ0A=,1,,,7,2,3
DeskHs66YWKq1JhCzVtfj0z8P5B+Y2Xrtu0mByqUufQ=,1,,,7,1,4
Q8kXtWYa+xvOrRY9XG3O3V+SRzph9IUHdRCY3G5Qojw=,13,21.0,male,3,2,2
c6UV8O2yqyCRLXP8KdIT2bEA3pALWoDzJfzAe+3sDPY=,13,28.0,male,3,1,3
RcUGZY/Sqp/vuiz7doorDUBUB17rK25au07EN8fLIoY=,1,,,9,2,3
